1,0.9999,0.90829,0.18925,-0.023206,1,-0.30236,-0.99997,-1,-0.56579,-0.99995,-1,0.39779,0.062595,0.41738,1,-0.72258,-1,0.9997,-0.98403,-0.66348,-0.95836,-0.99998,0.76203,0.95777,-1,-0.69901,0.31024,-0.2372,-1,0.89349,0.99999,0.97993,-0.99369,-0.99999,-0.78463,0.64865,1,1,0.99897,-0.99996,-0.98742,0.99856,-0.99999,-0.39046
0.93381,-0.99309,-0.99998,0.97759,-0.49007,-0.99994,-0.87637,-0.99996,-0.11595,-0.10541,-1,0.99999,0.9953,0.78852,1,-0.73777,0.99999,-1,0.29146,1,0.087453,-0.16664,1,0.068249,0.99999,0.99985,-0.38143,-0.85853,-1,-0.99976,-1,-0.71758,-1,0.83048,-1,0.98159,1,-1,-0.85406,0.79703,0.99999,-0.99998,0.99999,0.99887,1
-1,-1,0.13918,0.96308,0.9996,-0.97053,1,0.96515,-0.88506,-0.80525,1,0.99994,-1,0.99987,-0.19187,0.99997,0.99999,0.73841,-0.84347,-1,0.932,-0.14153,0.99987,1,-0.99998,0.99996,-0.35218,0.98684,-0.0023119,0.99881,0.99991,-0.064977,0.049837,-0.89553,-0.99807,0.97883,-0.74578,1,0.65054,-0.83263,0.53844,-1,0.3957,0.99994,-0.99998
0.40162,0.013527,-0.10599,-0.8791,-1,-0.99997,-0.60961,1,-0.918,0.2835,0.199,-0.048562,-0.98382,0.068422,-0.98994,-0.93438,1,0.95042,-0.99974,0.98694,1,1,0.82061,1,0.99999,0.99939,0.99999,0.76995,-0.99999,0.85266,-1,-0.99711,0.77451,0.92772,0.91568,1,0.99999,0.80552,0.16462,-0.99996,0.31736,1,1,-0.84907,1
1,-0.84069,0.97182,-1,-0.20141,0.011367,-0.97616,-0.96234,1,-0.85444,1,-0.62225,1,-0.81268,-1,0.088519,0.26254,1,-0.99993,-0.99999,-0.99818,0.76676,-1,1,0.99999,0.065882,-1,1,-1,-0.71197,-0.75892,0.99995,-0.90718,-1,0.74318,-1,-1,0.24493,1,0.024427,-0.48579,0.2869,-0.17401,-1,-0.99991
-1,0.081597,0.99965,-0.98507,1,0.99724,-1,1,0.73763,1,0.89597,0.96878,-0.76526,0.99769,1,1,-0.87624,1,-0.84357,0.99997,-1,-1,1,-0.87277,-0.99996,0.17443,-0.99971,-0.99999,1,-0.97523,0.81551,-0.99997,-1,1,-0.10796,0.0069751,-0.3508,-1,0.99169,0.90269,-0.99467,1,-0.024592,0.0011309,0.43958
-0.18961,0.99998,1,-0.89736,0.94896,-1,-0.14725,0.29342,1,-0.99833,0.34653,-1,-0.99996,-1,-0.98442,0.99586,0.99898,-0.99984,0.15693,-0.48518,-0.99924,1,-0.23607,0.12437,0.022031,0.99997,-1,0.99999,0.99998,-0.9994,1,0.99995,-0.99982,0.88018,-1,-1,0.0042127,0.0078301,-0.5784,0.99999,0.11331,-0.20165,-1,-0.68615,-0.81241
-0.89694,-0.77436,-1,1,-1,0.79472,-1,-0.016752,-1,-1,-0.36337,0.99999,1,-0.99999,0.99693,-0.92896,-1,-1,1,0.76184,0.99995,1,-0.99999,-0.88628,-0.093475,-0.18215,0.31407,-0.99977,0.99219,1,0.99924,-0.29254,0.99982,-1,0.66782,1,-1,-1,0.18902,1,0.99997,0.99996,0.99998,1,-0.13442
0.98141,0.99987,-0.99049,1,1,0.96183,0.99997,1,0.99999,0.99988,-0.87297,-0.90054,-0.069736,-1,-0.21677,0.036518,-1,-0.25416,-1,0.033569,-0.055688,-1,-0.99207,-0.99653,-0.99996,-0.97161,0.91924,0.86719,1,0.8541,-0.27849,-0.090852,1,0.0041179,1,0.38075,0.99999,-0.70541,0.96103,-0.99219,-0.99998,0.74128,-0.99796,-1,0.98773
-1,1,0.27791,-0.87984,-0.99999,0.99747,0.50286,0.055418,-0.009736,0.93944,0.9999,-0.99973,-0.16939,1,-0.99999,-0.99998,-0.92734,0.95595,0.84513,-0.98012,0.98347,-1,0.59752,0.99949,-0.80202,1,1,0.033802,0.99313,0.14546,-0.019583,-0.99967,-0.0022568,0.99692,0.99996,-1,-0.99999,1,-0.99911,-0.21934,0.99998,0.99629,0.99999,-0.22967,-1
-0.80805,0.89887,-1,0.24543,0.95665,-0.070845,1,-0.92058,-1,-1,-1,-0.025382,-1,-0.83312,1,-1,0.15319,-0.38434,1,0.81453,-1,0.99903,1,-0.99999,-0.73716,-1,-0.94144,-0.7715,-0.97178,0.99996,-1,1,0.7744,-0.98479,1,-0.12477,1,0.97616,-1,-1,0.99998,-0.29688,-0.99991,0.92135,1
-0.40352,-0.99999,1,0.49204,-1,-0.5926,0.99936,-1,0.94829,1,-0.99934,0.83289,1,0.9762,-0.71738,1,-1,-0.0018743,-0.23488,-0.051686,0.97178,0.03571,0.013154,-1,0.96422,-0.93342,1,-1,-0.45764,0.020884,0.99915,-0.99626,0.9858,-0.044324,0.10592,-0.92647,-0.86906,-0.88203,-1,-0.78444,-0.98165,-0.99904,-1,0.92672,-0.87956
