-0.74559,1,-0.99034,-0.78919,0.99757,-0.99412,0.23865,-0.17048,0.051772,-1,0.9531,-0.98458,-0.99998,-1,-0.41837,0.80105,1,1,1,1,-0.22032,1,0.82994,1,-1,-0.99977,1,0.99996,1,0.5927,0.98607,0.90456,0.98328,0.1889,-0.96348,-0.99994,-1,1,0.19158,-0.99999,-0.91123,0.99738,1,-1,-0.92836
-0.0067107,-0.65143,-0.21379,0.29487,-0.99986,0.04953,-0.86048,-1,-0.79361,1,0.53274,1,-0.45973,-1,1,-1,-0.74129,-0.99414,-1,-1,-0.80017,-1,-0.95045,0.99999,0.99887,1,-0.49135,0.99997,0.10455,-0.99997,1,0.88218,-1,-0.76015,-1,1,-0.76196,-1,-0.77112,0.99999,-0.99999,1,-0.82864,1,-0.99971
-0.99993,0.05123,0.19433,0.87038,0.76483,-0.9846,-0.1384,1,-0.9741,0.53052,-1,1,0.62453,1,0.99998,1,0.19758,0.029975,0.755,0.8604,1,-0.68918,-1,-0.89581,1,0.99998,0.9972,-0.41305,-0.45114,0.019875,-1,-0.99999,-0.99958,-1,0.81809,0.97432,1,0.77507,-0.77916,0.069873,-0.99965,0.70486,0.74335,0.9664,0.99528
1,-0.64935,1,-1,-1,0.95575,-0.37987,0.97076,1,-0.95884,-0.99999,-1,0.023372,0.36756,-0.41044,-0.20222,-1,-0.078007,0.040928,1,-0.87342,-1,0.69363,-1,-1,1,-0.99914,0.21266,0.22299,1,0.045374,1,0.044424,-0.53744,0.015066,-0.15658,0.99025,-0.99553,0.95633,-0.99891,1,-0.98698,0.34139,0.12484,-1
0.27692,0.99992,1,0.99704,-0.8568,-0.99998,-0.99997,0.99985,0.18292,-0.9993,-0.67764,0.20912,1,-0.57703,1,-1,-0.99967,1,-1,0.93291,0.81342,0.91554,-1,0.69776,0.47969,0.44006,-1,-0.98872,-0.99998,-1,-0.99976,0.88381,1,0.97047,0.99999,-0.28753,-1,-0.94788,0.96122,0.79423,0.38141,1,-0.83317,0.99913,0.9581
-0.98608,-1,0.99998,-0.93778,-0.9881,-0.99998,0.9844,-0.80728,-1,0.10413,-0.02128,-1,-0.99991,1,-0.67196,-1,1,0.67532,-0.3088,-0.049188,0.17067,0.863,0.99999,-0.35989,-0.83159,-0.89052,-1,0.35124,1,-1,1,-1,-0.68321,0.54164,0.99981,1,0.26294,-0.22695,0.053731,-0.7199,0.055244,-0.080375,1,1,-0.65208
-0.99999,-0.81333,-1,-0.97748,0.99999,0.96511,1,0.91898,1,-0.6309,0.99997,0.99998,1,-1,-0.93253,-0.33087,0.069278,1,1,-0.87527,0.80105,0.17714,-0.30284,0.99979,0.28413,-1,0.46186,0.74745,-1,-0.71189,-1,-0.3033,0.10145,-1,-0.99545,-0.99922,1,-0.99973,-0.99999,0.99991,-0.78521,-0.83574,0.072764,-1,0.21945
0.99998,-1,-0.65268,1,1,0.65121,0.87293,-1,0.89826,1,-0.98656,-0.69135,1,0.99965,-1,0.99998,-1,0.97908,-1,0.76063,-0.99996,0.31767,0.99999,-0.88773,1,-0.52402,1,0.99994,-0.95039,0.99961,0.13385,-0.31294,-1,0.99998,-0.6137,0.99997,-0.66072,0.67923,1,-0.76804,0.99999,0.99458,-1,-1,-1
-0.99997,0.90291,0.99997,-1,0.025895,-0.1364,-1,0.31127,-0.99976,0.99998,0.99999,-0.99992,0.9999,0.26493,0.19244,-0.74405,0.94169,-0.99876,1,0.14581,-1,-0.7799,1,1,-0.65818,0.98227,0.99843,-0.99995,0.80444,-0.72358,-1,0.98936,-0.97814,0.99966,-0.99996,-0.37366,-1,0.21485,-1,0.99989,1,0.29048,-1,0.19516,0.0085374
0.91279,0.47149,-0.99998,0.14178,0.34403,1,-1,-0.74435,1,0.47923,0.81469,0.19782,-1,0.51159,0.99999,0.92195,-0.96166,-1,0.70697,-1,-0.82999,1,-0.59974,-1,1,-0.99999,-0.94136,-0.88552,0.99996,0.99999,-0.69055,-1,0.99993,-0.79062,0.99999,-0.99999,0.99965,1,0.99998,0.67428,0.81433,-1,-0.99991,-0.96295,1
0.99999,1,0.14968,1,-0.78182,1,0.99995,1,-0.64324,-1,-0.4715,1,-0.80406,-0.36932,-1,0.88675,1,-0.9982,-0.78665,-1,1,-0.71909,0.37079,0.069129,-0.9943,0.13744,0.19253,-0.99996,-0.99981,0.79415,0.98781,-0.73212,0.99185,0.99995,0.43275,-0.99998,-0.23286,1,-0.99999,-0.77836,-0.98938,-1,0.99946,-0.72566,0.99996
