Var1,Var2
1,6.83916024130108
2,6.8334888037303
3,6.82334922138997
4,6.82579833676629
5,6.83507682851053
6,6.82647216316425
7,6.8346407511916
8,6.82921553784403
9,6.82792622758542
10,7.44046547465953
11,6.8233900700172
12,6.82806766193165
13,6.82400585038877
14,6.96936752213721
15,6.82707334286945
16,6.82328344729341
17,6.83283159260872
18,6.82402790382831
19,6.82971529114176
20,6.82295137569909
