-1,0.16353,-0.42701,-1,-1,1,-0.011184,0.012646,1,-1,1,-1,-1,1,0.99999,-1,-1,1,1,0.41663,0.93316,0.29956,1,1,0.078653,0.029271,-1,1,-1,1
-1,-1,1,1,0.031968,-1,-1,-1,-0.071287,-1,-1,-1,1,-0.41829,-1,-0.99999,-0.008423,0.7598,0.41728,-1,-0.99966,0.15574,-1,1,1,-0.41765,1,-1,0.41797,-1
0.032933,-0.01239,1,-0.4144,-0.99999,-0.0086489,0.99999,0.99998,-1,1,1,0.99997,0.42046,1,0.019963,0.00083386,0.99649,0.28606,-1,-1,-1,-1,-1,-1,-1,1,1,0.42135,0.0019778,0.022633
1,-0.17049,-1,0.41488,1,0.013266,-0.41937,-1,1,1,0.41451,1,1,-1,-1,0.41816,-1,-1,1,-1,-0.3809,-0.83916,1,0.41962,-1,0.41445,-0.99988,-1,-0.42004,1
-0.1624,-1,-0.089878,-0.050485,1,1,-0.99999,1,0.085497,1,-0.032211,-0.01601,1,1,-1,1,-0.99998,0.16731,-1,-0.42076,-0.069253,0.86428,0.42013,-1,1,1,1,1,-0.99999,-1
-1,1,-1,-1,-1,-1,-1,0.42082,-1,-1,-1,0.41835,0.0049744,0.013594,1,1,1,-0.99997,-1,1,1,-1,-1,-0.42008,-0.40848,-1,0.0073098,0.021008,0.99999,0.42126
1,-1,-1,1,0.11738,0.010398,1,-1,0.032432,0.055514,-1,1,-1,-1,0.42109,1,1,-0.22769,-0.42015,1,0.54449,-0.75186,0.0011704,-0.00325,-1,-0.99991,-1,-0.41689,-1,-0.41693
0.17154,1,0.40515,1,1,-1,0.41874,1,-1,0.086931,-0.42208,-0.99999,-0.41808,-1,1,-0.42017,-0.20024,-0.88719,-0.021571,-0.0098555,1,1,-0.41957,1,0.42589,1,0.41843,-1,1,-1
1,1,1,-1,0.010529,1,0.99998,-0.41729,1,-0.069159,1,-0.41781,-1,0.42024,-0.41737,-1,1,1,1,1,-1,1,1,-1,0.99999,-0.99999,-0.41941,0.99999,1,1
