-0.072243,0.83475,0.18706,-1,-1,-0.99999,-0.08277,-0.99987,-0.99997,1,0.93661,1,0.58353,0.99999,1,-0.87339,0.99887,0.20682,-1,0.99997,-0.050551,0.99988,0.48492,0.051087,1,-0.23091,0.37666,0.98073,-1,-0.99999,1,-1,-0.99999,-0.75801,1,-1,1,0.91333,-0.60705,-0.99997,0.25066,-1,-0.42546,-1,0.48763
0.15804,-0.98185,-0.86883,-0.99999,0.9462,-1,-0.91738,-0.99999,1,-1,-0.014079,0.99994,-0.99999,0.9903,1,1,1,-0.12642,1,1,1,0.084254,-0.86091,-0.99991,-0.48032,0.99999,-0.28628,1,1,0.035509,0.99991,0.16809,-0.95012,-1,-0.91528,1,1,1,-0.99997,0.99997,-0.9999,0.99999,0.98688,1,-0.22607
1,0.99999,1,0.13918,-1,-0.74584,0.9993,-1,1,-1,-0.22769,-0.4212,1,-1,1,1,0.99998,-1,0.99998,-0.43988,0.89893,1,-1,0.92552,0.98157,0.99952,1,-0.94668,1,1,0.77468,0.2021,1,0.99999,1,0.99997,0.18069,0.25259,1,-0.97922,0.99981,-0.47316,0.99692,-0.054524,0.87476
-0.99999,-0.99999,0.99994,-1,0.32694,-0.38883,0.99997,0.99996,0.90846,1,1,-0.99993,0.71732,-1,-1,-0.91792,-0.99999,1,0.034764,0.26086,-0.99999,0.52641,-0.32861,1,-1,-1,1,1,-0.13336,1,-0.70662,-1,-0.99747,0.99907,0.093775,-1,1,-0.50255,-0.1232,-0.14634,0.99985,-0.99999,-1,-0.99991,-0.99943
-0.99999,0.99998,0.015971,-0.99998,-0.75433,0.15298,-0.30195,0.99437,-0.15833,-1,1,1,-0.47771,-0.99698,-0.11431,-0.99986,0.65068,0.99986,-1,-1,1,-0.086655,0.99999,0.62624,0.050704,-1,-0.9998,0.022567,0.99999,-1,-1,0.99997,-0.99891,1,1,-0.86534,-0.0044046,-0.99996,0.17635,-0.96887,-0.99984,-0.99916,-0.1349,0.60721,0.82027
-0.99984,-0.99999,-0.91156,0.99999,1,0.0052888,-0.19565,-0.97645,-0.99998,0.0061184,-0.53984,1,-0.39702,0.99999,-0.99999,-0.067386,0.99999,0.9788,1,-0.9294,-0.99999,1,-0.99999,-0.65967,0.97736,0.99994,0.074332,-1,-0.21398,0.99982,-1,-0.71469,1,1,-0.98935,1,0.17211,0.76889,-0.99997,0.99998,0.25197,-0.28776,-0.82147,0.098724,-0.93039
0.33468,1,-1,1,-1,0.998,-0.99998,-0.41876,-0.9674,-1,-1,0.99995,1,0.76935,0.84949,0.99998,-0.10539,-0.9742,1,1,-1,0.99861,-0.26415,-0.99999,1,-0.99538,1,0.70832,-0.99999,1,0.021589,0.31465,-1,-0.71028,-1,-1,0.99995,0.99999,1,1,0.096967,0.99999,0.78138,-0.95636,-1
-1,-0.18451,-0.46371,-0.55078,0.54251,0.99983,0.99997,-0.014134,-0.98606,-0.15453,0.68021,-1,1,-0.99999,0.080611,1,-0.39429,0.70042,-0.99998,0.27706,1,-1,-0.79198,-1,1,0.96979,-0.99999,-1,-1,-0.95314,-0.94681,-1,0.17141,-1,0.254,0.1679,1,-0.99991,1,-0.15806,0.27008,0.99559,-1,-1,1
-1,1,-1,1,-0.16975,-1,-1,-0.96188,-0.1422,1,1,0.11461,-0.99541,-0.99994,-1,-0.99993,1,-0.99995,-0.2576,-0.99999,-0.3373,-0.065205,0.96145,-0.90145,-1,-0.29588,-0.10703,-0.15833,-0.76716,-0.59403,0.96759,0.038929,0.012357,-1,-0.99934,-0.25539,-0.87232,-0.99999,-0.99978,-1,0.98062,1,1,-1,0.99995
-0.98615,1,1,-1,-1,1,0.69206,-0.5048,0.3637,1,-0.83997,1,-1,0.49527,-0.99999,1,-0.99999,-1,0.63121,-1,1,-0.98819,0.11268,0.38911,-0.082531,-1,0.48871,-0.97141,-0.99998,0.9024,-0.37138,1,0.25419,0.27514,0.35523,0.99998,-1,-1,0.99999,0.98649,-0.77149,0.0010116,-1,1,1
0.99996,-1,-0.8271,1,-1,-0.68621,-0.47014,0.069198,1,1,-1,0.070519,0.99998,0.99999,-0.99702,-0.075203,-1,-0.33613,0.56439,0.91712,-0.14123,-1,1,0.99999,0.2011,0.10683,-1,0.78574,1,1,-1,0.99999,0.99999,0.51387,-0.91164,0.096866,0.99972,-0.99456,-1,0.99996,1,-0.99963,0.99738,-0.97741,-0.33453
0.99997,0.44198,-1,-0.11141,1,-0.45013,-1,1,1,1,-0.18707,-1,-0.35102,-0.21923,1,-1,-1,-1,1,-0.99105,-0.25527,0.99967,0.99998,-0.99281,-1,0.99998,-1,-0.10172,0.34453,0.2851,0.046695,-1,1,-0.10504,0.99996,0.37987,-1,0.99994,0.99996,1,1,1,0.12677,0.99999,-0.98862
