-0.91404,-0.085189,-0.083375,-1,-1,-1,1,0.92179,-0.99999,1,1,0.99997,-1,0.99596,1,0.94946,-1,-1,-1,1,-0.88146,-1,-1,-0.36886,-1,0.95316,-0.99998,-0.80886,1,1,0.99989,0.88866,-1,0.28659,0.20308,0.99999,1,0.9993,-1,0.99999,-0.017931,0.035468,-0.99998,-1,-0.13993
0.045799,0.93202,-1,0.99999,-1,1,0.023504,-0.1395,1,-0.99999,0.24221,1,0.8233,0.99994,1,1,-0.96988,1,-0.40524,-0.99998,-0.23645,0.25921,-0.99997,1,0.99997,0.99999,1,-1,0.001718,0.89205,0.10373,1,-0.13872,0.030748,-0.99366,-1,0.99999,-0.95503,-1,-0.99996,0.82473,0.9999,1,-1,0.65942
-1,-1,1,-0.89904,-1,1,-0.99351,-1,-0.93062,-1,-0.022389,-0.99997,0.12346,1,-1,1,0.26429,-1,1,-0.99993,-0.95262,-0.99999,-0.76916,1,-0.9,-0.12633,0.8337,1,-0.98963,1,1,0.69333,0.31374,-0.99999,0.99998,-1,0.0067799,0.17263,-1,0.053967,-0.56127,-0.99999,-0.99998,1,0.99928
-1,-1,-1,1,-0.3047,-0.99998,-0.22615,1,-0.63039,-0.67518,-1,-1,-0.99998,0.99999,-1,-1,0.99475,-1,0.51211,-0.079005,0.24733,-0.025464,0.99997,0.046551,1,1,-1,1,0.99999,-1,-1,0.99999,-1,-0.99999,-0.99999,-0.51504,0.99999,-0.99999,0.74885,1,-1,1,1,0.99998,1
1,0.22509,-1,-0.17073,1,0.99995,-1,0.84466,-1,-1,-1,0.99498,1,-0.99084,-1,0.30342,-0.99998,-0.069281,-1,-1,1,-0.41215,-1,-0.99988,-0.23104,-0.99999,0.24555,-1,-0.99781,0.74236,1,-1,-0.029595,0.95859,-0.99984,0.99855,-1,0.99999,-1,-0.76116,0.99997,-1,-1,1,-1
-1,0.99915,-1,-1,0.385,1,-0.010057,1,0.12301,1,-1,1,-0.99993,0.0020692,0.089901,-0.99999,-1,-1,0.9653,-1,1,1,1,-1,0.95349,-1,1,-1,0.94448,-0.99057,1,-0.096659,1,1,1,1,1,0.15795,0.83212,-1,-1,-0.8218,1,-0.91921,-0.99999
0.99998,1,1,1,-1,-1,-1,0.28715,0.035339,1,0.86662,-0.99999,0.26331,0.024853,-1,0.3023,0.99999,-0.99782,1,1,-0.12785,0.59482,0.2375,-0.29882,1,0.054273,0.21,0.99142,-1,-1,-0.9531,-1,-0.99964,-0.98274,-0.23919,0.86074,-0.99997,-0.87648,0.97302,1,1,0.99999,-0.59725,-1,-1
1,-1,0.46689,-1,0.93684,-0.99999,1,0.99997,1,-1,-0.38868,-0.074108,1,-0.80022,1,0.99999,0.99997,1,0.39896,1,-1,0.99999,-1,-0.99997,0.58684,1,-0.087626,0.99999,-0.30434,0.061059,-0.44011,-0.020077,-0.2906,1,1,-1,-0.27077,-1,-0.37068,0.22576,-1,0.28896,1,1,-1
1,-0.46398,0.99998,0.97547,1,-0.98612,-1,-0.99998,0.93179,1,-1,-1,-0.99999,-0.99992,0.99999,-1,1,1,1,0.15863,-0.99999,-1,1,-0.99985,1,-1,-1,-0.021894,-0.99973,0.74806,-0.99946,-1,0.89609,-0.92197,-1,0.99999,0.67247,1,0.054899,-0.78316,0.99993,0.11767,-0.67651,-0.15174,-1
1,1,-0.52001,-0.28574,-1,-0.11216,0.99998,-0.57915,-0.018748,-0.78456,1,-1,0.076114,-1,0.36319,0.20106,0.30803,1,0.99443,0.87409,0.99999,-0.99304,0.97927,0.99959,-0.99808,-0.99999,0.99152,1,0.99426,0.35209,0.46198,-1,1,0.99998,-0.44265,-0.20583,0.76791,1,1,1,1,-1,1,-0.012839,0.57762
-1,1,1,-0.99998,0.99995,0.17208,0.93601,-0.99997,1,-1,1,0.97365,-1,-1,-0.90429,-1,-1,0.99999,-0.082727,-0.1005,-1,1,1,1,-0.0043459,0.99436,1,0.069108,-0.079998,-0.99999,-0.51351,0.0125,0.99999,-0.23791,0.99999,-0.14345,-1,-1,-0.99941,-1,0.083357,-0.99824,-1,-0.67351,1
-0.011576,-0.65302,0.97584,1,-0.0035997,0.25466,0.77391,-1,-0.94602,1,-0.99197,0.092633,1,1,-0.68868,0.99837,0.99985,-0.31899,-1,0.60422,0.65251,0.999,-0.14687,0.82359,-1,1,0.68337,0.84052,0.81673,1,0.79136,-0.88419,-1,-0.99995,-0.24584,-0.99993,0.02627,-0.99795,1,1,-1,-1,-0.28936,0.37267,0.17658
0.79477,-1,-1,1,1,0.90057,0.61265,-0.28033,-0.99999,-0.0031683,-0.18297,1,-0.95424,0.0025061,-0.83351,-0.10817,-0.67512,0.99996,-1,-0.87221,-1,0.99999,-1,0.45046,-1,-0.99974,-0.98879,-0.53075,1,-0.019702,0.61251,1,1,1,-1,-0.99999,-1,0.99896,0.99996,-0.99999,-0.96473,1,0.098113,-0.99719,1
0.017605,0.9754,0.37209,-0.085982,0.23218,-1,-0.99999,1,1,0.018846,0.99998,0.35334,-0.99786,1,-0.093255,-0.99998,0.19438,-0.24302,-0.5775,1,0.99999,-0.71495,-0.15954,-0.99994,0.34161,-0.01782,-1,-1,-0.99999,-0.99988,-1,0.99825,0.99986,-0.99999,0.99999,0.99978,-1,0.19608,-0.18711,0.10501,0.39617,1,0.18857,1,-0.049135
