Var1,Var2,Var3
1,7.94525734444184,1848
2,8.8565661735418,1032
3,7.85501590975116,1653
4,8.60172563292164,2692
5,8.82594903707463,1018
6,7.70787710180413,1193
7,9.26360577528704,1603
8,8.45203087726279,3009
9,7.7015497406822,666
10,7.9184619944147,1380
11,7.92909549471546,1180
12,7.76821887936877,1132
13,7.94535783686032,1291
14,7.66317459924925,1363
15,7.69538399046068,1598
16,7.79748937659866,979
17,7.80264036597616,1989
18,7.75669151967453,1831
19,7.67388668561882,773
20,8.47864084849861,830
21,7.77556870613969,1149
22,7.920049687056,1281
23,8.84051799077581,1352
24,7.87951570401355,1157
25,7.99476017991498,1059
26,9.92871081170666,442
27,7.67366074747727,959
28,8.61094625303839,2183
29,8.1538812205804,1772
30,8.44305051132653,742
31,7.66859957709047,1722
32,7.75769784968639,1108
33,7.86741531868424,797
34,7.99198546860469,1607
35,7.86026085650608,2050
36,7.93906742512504,3006
37,7.90506100499434,2368
38,7.65962697244761,1976
39,7.94755864211172,926
40,7.85640534480731,1972
41,7.76498938456648,2001
42,8.98547921926852,1776
43,7.6124248499726,946
44,7.71994990826029,1639
45,7.92393623870089,828
46,8.87500625510196,1645
47,7.90035446829907,1034
48,7.93099929025836,1314
49,7.88055698187678,1511
50,7.69351401819463,1232
51,9.16897900362217,1031
52,7.89746671716446,2022
53,7.95960584533019,836
54,7.91855372290364,1245
55,7.93400213249705,1253
56,7.85491458854989,1647
57,7.68066062279914,1674
58,8.4285204836243,1105
59,7.68127779640543,1581
60,7.98590037664531,1253
61,7.67896394011691,1290
62,8.50702360162452,540
63,7.88610188382641,2367
64,8.84327052409559,1543
65,7.88717938864051,1326
66,7.91526380445756,1731
67,7.74354984434464,1863
68,7.70866123672099,2002
69,8.88555110384755,2379
70,9.03237080675477,636
71,7.85477621886231,1674
72,8.07048520376723,1504
73,7.68136190475778,694
74,7.86248046998035,1048
75,7.86578646900804,812
76,7.79644310925778,2824
77,8.71584570176331,1176
78,8.85867796834747,1109
79,7.97940105364024,1430
80,7.94786749978421,2546
81,7.67971184081179,927
82,9.09208629606607,1010
83,7.88451096608156,1684
84,7.70870337851486,954
85,9.15008542443043,1200
86,7.7662485320991,1628
87,7.88229946684091,2045
88,7.91196395643211,2145
89,7.94085291889557,1338
90,7.65837436743944,3010
91,7.87717095259593,1242
92,8.10713408416762,2134
93,7.69688724344875,1142
94,7.93691162512452,2160
95,8.61930143706317,1013
96,7.76340141169024,1494
97,7.85070532763688,1966
98,8.84958377471351,1289
99,7.86228721250963,1432
100,7.82762131585593,1256
