Var1,Var2,Var3
1,8.26542126945181,2004
2,8.53831483003555,1008
3,8.46516902789635,974
4,8.41494949305261,1980
5,8.5168664699168,1061
6,8.25880726503382,1317
7,8.51949127849799,1864
8,8.45376871730152,1247
9,8.53773220074141,670
10,8.70796691034213,640
11,8.51359508954992,933
12,8.45769061858429,1001
13,8.20411392634509,1213
14,8.28939416922538,803
15,8.6360367596456,1133
16,8.54311115540777,760
17,8.67827454390011,503
18,8.53153467729206,972
19,8.51003138727622,1184
20,8.51651503660102,1800
21,8.44460432769868,832
22,8.69033617537129,1314
23,8.52218982056609,676
24,8.41082627523348,525
25,8.19848053582137,609
26,8.60332659393102,1170
27,8.24147456862161,1027
28,8.57456125923222,1005
29,8.23599015196658,1494
30,8.56221881345088,1065
