Var1,Var2
1,4.77810919518584
2,4.77691776698283
3,4.80937335992635
4,4.7697696790267
5,4.83081795322707
6,4.80873688104052
7,5.24402865310197
8,4.81097516758112
9,4.76993312935155
10,4.81369742877276
11,4.82002453160141
12,4.78782907786972
13,4.8077479806006
14,4.8090113063695
15,4.81926496201294
16,4.85430393003985
17,4.8035191797766
18,4.8112142010812
19,4.78091664652919
20,4.77444090332352
21,4.79218126388715
22,5.28253445014152
23,4.77260586349144
24,4.88259483613938
25,5.17960878518175
26,5.03851449614998
27,5.61947665509892
28,4.81043970634091
29,4.76826215556448
30,4.76881555793814
31,4.80729090204882
32,4.85746276945273
33,4.81393309222121
34,4.82293603118958
35,4.81088905355428
36,5.91191517555327
37,4.7765831379491
38,4.81918580580424
39,4.76837444726287
40,4.84409287339265
41,4.77665862215001
42,4.81018904664968
43,4.81605368338785
44,4.82257446241508
45,4.80776281888398
46,4.80830938065375
47,4.82118734814068
48,4.82320029827274
49,4.80565839082238
50,4.76850423050689
51,4.77218724899547
52,4.81109536232667
53,5.98877639933116
54,4.80798651654078
55,4.77125607278759
56,5.09358338041485
57,4.8087098318058
58,4.7684334384518
59,4.78960203215354
60,4.77736900139867
61,4.80627410093182
62,4.80912334607446
63,4.76872161524954
64,4.9244829274162
65,4.80714716348347
66,4.79147182576436
67,5.53988878896277
68,4.81043836010683
69,5.65915079301534
70,4.77161907580391
71,4.81154451238795
72,4.8919228786623
73,4.81023418180942
74,4.81499105025254
75,4.77607333549184
76,5.01324945096689
77,5.32828469677116
78,4.81013882921923
79,4.77903243971212
80,4.80765143203791
81,6.12026471243909
82,5.31465555296128
83,4.82903402719791
84,5.29567925436613
85,4.78620243955152
86,4.8180290832922
87,4.79874320937613
88,4.76900708399993
89,4.76965019207742
90,6.10118905443694
91,4.80705067228001
92,4.8210904063692
93,4.79175303476802
94,4.80651671754168
95,4.77973598187734
96,4.80887184769702
97,4.77078084716597
98,4.80947529211106
99,4.80711122012886
100,5.310658748054
