Var1,Var2
1,44.9209164293799
2,67.9756823909634
3,51.5847211345864
4,44.3701277294953
5,38.2245663471789
6,56.7910732937934
7,51.9421256994672
8,54.4598002395328
9,76.9016608511382
10,83.240675855681
11,53.8467080472367
12,83.7597319366158
13,55.5432809739259
14,47.0230797209659
15,67.1010252406377
16,56.7023802896385
17,2509.08992871939
18,41.0088389400031
19,63.1658073379416
20,47.449490882599
21,41.3173058730932
22,47.909622372639
23,49.9535174845836
24,54.4703666284777
25,45.4648355801985
26,41.6642781304325
27,27.0828856102729
28,46.6297413519743
29,48.0601993528223
30,38.4206335682207
31,57.6449341192944
32,33.556584702593
33,73.1853827738079
34,47.3982086555506
35,67.8113461444128
36,46.3987003790594
37,48.2408504293286
38,48.3498989345471
39,55.8761392072959
40,37.8347110023608
41,61.8861140098599
42,35.3373370632164
43,62.9080961613317
44,50.2706285964316
45,46.0546974888713
46,48.8345274228517
47,35.9485501147714
48,67.3054145286384
49,86.4034855319395
50,49.4140519308095
51,36.3937924826865
52,54.6944731370515
53,29.1031546582204
54,44.0138863292482
55,35.2934475857941
56,38.9321612558128
57,30.5866352601182
58,50.1369915052993
59,47.4921337114431
60,122.533619630859
61,43.3276241767151
62,62.2692872224161
63,46.7915432518818
64,72.3590966312338
65,74.0617376717806
66,49.1327378642526
67,40.5078363352721
68,50.682844417728
69,53.4238622533494
70,105.891298916414
71,47.2457926173468
72,32.4126999622383
73,38.6575655503674
74,54.8812705108312
75,57.4866893172614
76,77.1803033644435
77,47.5886894719172
78,36.2960403564773
79,47.8998972729679
80,53.7802712743606
81,40.9587984176986
82,42.402474389022
83,80.9807786297686
84,46.9442645060593
85,58.1114992219906
86,61.2414977832451
87,70.8202818875327
88,54.7450224438521
89,44.8147766574437
90,56.0395252915783
91,38.6906087774396
92,57.0415620493694
93,65.680211287685
94,39.4608300283944
95,48.9146499122935
96,45.1916204656352
97,82.8834153857051
98,97.5413972778076
99,41.8673577382316
100,75.4197679550837
