Var1,Var2
1,1346.42853615546
2,57.578755753487
3,52.7663799072143
4,52.4685793121582
5,54.1013347025804
6,47.918015571441
7,57.1103176220906
8,57.5414418644936
9,60.1591932810976
10,64.4412750857733
11,48.3006418731956
12,36.2128429233043
13,43.3000631378692
14,49.5194211451376
15,54.5429874813914
16,59.4004962183906
17,45.8974982542374
18,48.247429191576
19,43.2692461400355
20,62.2648133134599
21,48.5724057296837
22,54.5617676840938
23,88.7964159328742
24,145.283587222472
25,69.00387341073
26,51.0714564539537
27,128.489031627021
28,57.4743170787199
29,51.9127387659995
30,54.9075637696489
31,57.0965696774327
32,47.4242421394009
33,70.3539919018826
34,40.9008828522665
35,41.1191182767759
36,52.6958002420915
37,43.6676936253049
38,39.6880796015448
39,55.7720860341216
40,60.6715381130981
41,49.4180765589799
42,46.9644987866516
43,42.336783562748
44,40.0776511120154
45,42.734662587826
46,60.230070629352
47,60.5103367193186
48,80.6333579917804
49,35.9019627673824
50,55.7491819205506
51,69.2900546471482
52,43.8121498776421
53,53.1746672235644
54,68.2698661661073
55,58.8683530355307
56,51.961827775823
57,44.4196636467645
58,54.0960588023226
59,36.4721751123792
60,58.1768777200455
61,36.6751164460305
62,37.5490462698682
63,39.5842019371285
64,85.3494963767298
65,78.4555507473211
66,53.6517560875863
67,76.9527440796479
68,187.653159188854
69,51.9579353143665
70,48.102960671502
71,55.6285212009334
72,52.2626848559536
73,54.046617175233
74,71.7943057759549
75,57.0802302015138
76,49.9905536950521
77,41.3122531890535
78,89.0794450955259
79,50.4251127618799
80,56.5113043963091
81,52.2545721031842
82,50.5307533809977
83,44.3713711377232
84,55.6223849615884
85,50.3088425270897
86,51.1304011053354
87,44.6148246459552
88,42.4943950066304
89,68.4854979299657
90,46.9689549946047
91,57.5952470639331
92,139.569819851582
93,887.665803772724
94,67.0107556371421
95,50.3576269206145
96,91.2414547322774
97,142.247578550364
98,56.7359399733033
99,68.6486462673131
100,264.477946034204
