Var1,Var2,Var3
1,16.8849695798083,3004
2,16.9369031173932,3000
3,19.4948702983021,3015
4,16.4691110044978,3028
5,16.2041040461286,3009
6,30.8517648700113,3003
7,17.9972455559726,2558
8,16.0444674458106,3024
9,18.478003526451,3016
10,16.2387518276553,2899
11,17.1717172643557,3031
12,17.8155783253928,2484
13,15.6066579144295,3022
14,21.7801296305929,3019
15,27.62708586568,3028
16,15.0407322604578,3020
17,18.3952167674729,3009
18,16.0801223587912,3016
19,15.284313733552,3030
20,16.6673951611821,3000
21,17.0284695007308,3004
22,35.5976607651139,3004
23,16.8893797967914,3003
24,17.1916036378159,3032
25,23.9672171397813,3025
26,17.2404872030849,3002
27,15.0166425306083,3005
28,20.2708538245546,3015
29,15.4295570752566,3017
30,17.8971642291255,3016
31,18.0868784303111,3027
32,20.6359218341618,3001
33,17.5055114374936,3003
34,15.2274172709652,3005
35,20.8493960774621,3033
36,17.6622050699732,3020
37,17.6909948999587,3010
38,16.0033823240133,3018
39,22.6340525908856,3003
40,20.3140193433619,3001
41,17.1649367306259,2777
42,21.6690276933823,3011
43,16.7140039504811,3016
44,17.1697183739308,3004
45,16.8687581963362,1787
46,17.8391284983828,2371
47,15.9030757458277,3030
48,18.7566648969704,3016
49,16.6101426195335,3016
50,19.1363800284826,3020
51,15.8192929658939,3005
52,19.1918515962285,3001
53,19.4245041533976,3024
54,19.7493889129643,3013
55,18.3597226626397,3003
56,16.7183257172565,3024
57,14.8007228555228,3024
58,19.5657852088136,3019
59,15.6368044443957,3027
60,18.9524646820746,3020
61,16.7558505745713,3027
62,16.1912653473239,3025
63,19.0327850860002,2183
64,16.3113539437666,2658
65,17.4077450737224,2241
66,16.201405106997,3032
67,14.685225852901,3032
68,14.946476557489,3021
69,17.6288237168393,3031
70,16.8587502628009,3000
71,17.6154802109082,3020
72,17.0996040932089,3010
73,17.1928296465975,3000
74,19.3293367280605,3004
75,24.3536995717612,3016
76,16.6880077818646,3032
77,18.4111461944471,3021
78,16.6714593997982,3029
79,16.5598163659687,3012
80,17.1588256619362,3028
81,16.1736088499393,3011
82,14.1424956881277,3021
83,16.149098865701,3003
84,18.7877562654591,3003
85,16.4029064213974,3011
86,15.9082934523269,3028
87,17.0808191464909,3026
88,17.6299089999545,3001
89,17.3174048298429,3013
90,17.5918635739107,3013
91,16.4999530508542,3029
92,17.2829596447397,3012
93,18.0423181023662,3018
94,21.3554196793623,3033
95,16.8125825561222,3022
96,17.4679981162985,3000
97,16.0471912090801,3027
98,18.2749578516228,3029
99,19.7129281299095,1309
100,16.1169455840503,3009
101,23.151540448219,3023
102,17.7430273514331,3025
103,20.2277252827336,2781
104,17.5935843990713,3000
105,15.9664679209183,2286
106,21.8902520460504,3025
107,16.450220704304,3015
108,15.7079587027019,3026
109,16.1668466652959,3029
110,17.1796679086108,3009
111,15.5119565890544,3000
112,19.6678063318917,3010
113,17.2651662228852,3029
114,15.6494862621063,3028
115,17.8734366609632,3022
116,16.6230546475109,3016
117,19.5273770913593,2502
118,15.0539810331055,3011
119,17.758512709695,3025
120,15.9803495700155,3024
121,22.4787356974789,3009
122,16.5177896364389,3005
123,17.7463145974872,3000
124,18.3590776632159,3024
125,17.9711165086909,2955
126,18.9471186545569,3000
127,16.5886596084163,3004
128,16.05643241326,2625
129,17.1446813873719,3000
130,16.0595491168915,3001
131,17.8016657261542,3014
132,16.7341762868122,3016
133,16.0439494389392,3002
134,15.8522152054809,3000
135,16.4787101072699,3014
136,16.5865475924137,3000
137,17.2504336195209,3008
138,19.0388170426097,3020
139,15.9070309883084,3026
140,16.7011868644239,3032
141,16.082879606045,3016
142,25.8825930829964,3031
143,21.2490138523882,3000
144,17.6289019911789,3027
145,17.1893664568239,2321
146,15.8760221316194,3024
147,15.9052733899231,3007
148,16.2017122455921,3014
149,16.1059364761634,3020
150,19.4155200481848,3000
151,15.4823664068778,3003
152,22.9180549378438,3006
153,15.5051952940856,3006
154,16.1309876447472,3010
155,19.0507627817959,3007
156,19.3561863082986,3006
157,18.1249671968106,3005
158,17.6335712060801,3012
159,16.3845394511713,3031
160,17.7174402598491,3008
161,18.2077968718097,3017
162,18.5346666981324,2063
163,16.6454794300043,3008
164,19.1479939487322,3016
165,16.0962489544353,3016
166,16.7314711832697,3000
167,19.2929192181337,3027
168,18.4493475610096,3011
169,17.2983860289279,3007
170,18.1169266390374,3015
171,17.4365580528894,3021
172,18.4365225374759,3003
173,19.497478005532,3029
174,18.2014926400364,3003
175,32.227187944986,1164
176,18.0395004474014,3029
177,16.5216873721407,3024
178,17.21355149292,3009
179,15.9617004364394,3018
180,15.4184954050486,3028
181,19.0041546965642,3025
182,17.8181450154717,3018
183,36.1902918159383,3017
184,16.7091033134594,3028
185,20.8860765101664,3009
186,16.7507030882558,2884
187,17.834290582404,3004
188,17.1896705599627,3004
189,16.3109927473816,3021
190,16.578809311718,3004
191,17.4881942848286,2031
192,18.140908800602,1906
193,17.4723832191714,3011
194,25.3614933128159,2587
195,19.4842308579047,2696
196,23.5838512900539,3016
197,18.5051805883764,3031
198,17.9549886248302,3001
199,15.6113230664992,3003
200,22.3083733095644,3033
