Var1,Var2,Var3
1,8.11132400626699,1512
2,7.77134913952012,733
3,7.4064224671309,2298
4,7.22394138776439,3000
5,12.0812538327838,323
6,7.2386074784032,1014
7,7.87813638581641,1082
8,7.28076190003417,1513
9,7.79885520522022,1708
10,8.32809124822674,1022
11,7.21216174212415,2588
12,7.4113628217187,1377
13,7.47002655344985,2792
14,7.55044695236437,1349
15,7.71011874648958,2807
16,7.4432695599167,3002
17,7.45558992396034,2116
18,7.40147198642471,1294
19,8.88258583635261,404
20,7.47284980448162,959
21,7.18689137846057,2764
22,7.61326258780734,1599
23,7.43548280597111,1926
24,8.34575756024524,1901
25,7.26000267516559,2114
26,7.7919034442441,1978
27,7.34589290302434,1138
28,7.72520235412664,1016
29,7.31827000115731,718
30,7.22887914830701,3004
31,7.51284564450642,1680
32,7.19054245288227,2255
33,7.18240006821118,1635
34,7.20955053224333,1785
35,8.07545248561292,975
36,7.62749734543443,2496
37,7.49554040114659,1453
38,8.01463848884463,606
39,7.63640953759471,786
40,7.28280277645157,2382
41,7.63082711311864,1348
42,7.63366005922945,776
43,7.57337133743573,2580
44,7.65944180674686,905
45,7.72989994059924,1266
46,7.29493026091685,2030
47,7.4838476297127,1560
48,7.53970533810167,2230
49,7.36509161899983,1365
50,7.18673079722059,1736
51,7.42318565476761,2986
52,7.52969202880374,1488
53,7.71417613196379,1750
54,8.44602271362496,566
55,8.31747780887673,1510
56,7.25127864684859,1485
57,7.75808368128747,1471
58,8.16937407218332,1354
59,8.35422886103153,1033
60,8.80619664607763,1001
61,7.40672465867926,1295
62,7.53692876886911,1466
63,7.40251702875255,2588
64,7.51158337130006,1907
65,7.73415932791673,1785
66,7.64691692711268,1259
67,7.40033643314587,1029
68,8.47091383975493,704
69,7.25899489482963,627
70,7.57065860020417,1573
71,7.69798666444795,1186
72,8.35548331350605,983
73,7.22914211179984,2132
74,7.18639190005229,3005
75,7.89795751902639,950
76,8.36943218452778,1063
77,8.29121610993726,2895
78,7.20648463833898,1789
79,7.70767498518371,2358
80,7.21208473204344,2289
81,7.45536868100753,1261
82,7.34315349138669,1481
83,7.32489049507995,2005
84,7.47683123909161,3007
