Var1,Var2,Var3
1,3.72550599806653,442
2,3.7352470649294,659
3,3.72527830428181,379
4,3.76268696170181,349
5,3.76270725046254,581
6,3.72725009989531,495
7,3.73580349074141,455
8,3.90810586775313,281
9,3.7628102382247,507
10,3.76248974209201,395
11,3.76262936881146,336
12,3.90898256094085,279
13,3.72370203560476,626
14,3.72544193305685,493
15,3.91318391882223,347
16,3.77029215555864,614
17,3.7638204044364,898
18,3.76254504177102,371
19,3.76255873198672,384
20,3.72556447452209,540
21,3.744442588958,569
22,3.72359980673407,489
23,3.76589781963113,227
24,3.76879616937003,578
25,3.76303350530492,694
26,3.76186715038135,499
27,3.7651668522762,433
28,3.76233196819526,475
29,3.72527462350615,361
30,3.76365261405509,607
31,3.78231603218879,294
32,3.76246380484515,412
33,3.76215334362198,428
34,3.76267840379476,276
35,3.76308028874841,458
36,3.73153155952369,360
37,3.76350484599061,782
38,3.73103843705252,430
39,3.72381319376525,446
40,3.72524824542659,476
41,3.72692180059414,372
42,3.72522342132071,416
43,3.76710985621532,483
44,3.74014643064347,276
45,3.76278220003466,384
46,3.76477508365908,513
47,3.72609339088283,652
48,3.76296586736487,378
49,3.76179467612805,305
50,3.76253267642707,417
51,4.02357170765112,279
52,3.76173545116395,379
53,3.76412559115023,428
54,3.76218281368009,503
55,3.72956300880303,477
56,3.76269723638767,809
57,3.76245548439153,521
58,3.7646769496035,531
59,3.72536712198903,499
60,3.76273529360408,291
61,3.7622573940712,511
62,3.76223619414305,365
63,3.7625713137409,429
64,3.72549845110657,409
65,3.72541811769472,696
66,3.76139285664099,269
67,4.04086332026415,195
68,3.76253677466151,423
69,3.72785372233224,448
70,3.76501515100391,455
71,3.73971740643496,383
72,3.76227729257614,747
73,3.72723347814676,683
74,4.02052737566741,436
75,3.76289610987161,452
76,3.72389490539271,314
77,3.72520128811523,248
78,3.72361041644918,435
79,3.76270014434023,560
80,3.72627248798732,403
81,3.72668724054624,512
82,3.76450510747608,258
83,3.76286656245713,318
84,3.72468149626696,675
85,3.76248820974349,506
86,3.76256845194369,805
87,3.76227647465046,363
88,3.72520600403786,652
89,3.7693116617476,459
90,3.72512490298715,345
91,3.75012198502737,722
92,3.76331971174653,471
93,3.7626106991723,629
94,3.76295787764728,343
95,3.76296307773275,372
96,3.72523877105773,528
97,3.72376896506269,450
98,3.76260675416916,864
99,3.72671246263089,719
100,3.87259237521975,579
101,3.76510415171101,830
102,3.76322488704247,683
103,3.72841220193362,479
104,3.7629629583234,409
105,3.76463850945981,756
106,3.72517718377624,428
107,3.76229777997361,438
108,3.76111826429771,398
109,3.7627572219282,377
110,3.76319358129222,222
111,3.72569571537971,506
112,3.76837380725797,482
113,3.72528718341843,352
114,3.76204274183905,428
115,3.76373060404227,542
116,3.76274528453674,636
117,3.72515434690419,335
118,3.76219380666167,547
119,3.72596013765737,293
120,3.72517811568476,387
121,3.76238435833082,310
122,3.76213042205086,630
123,3.76393502981988,459
124,3.76291995671367,419
125,3.78196080782712,651
126,3.76366405415535,320
127,3.72373052312962,428
128,3.73116709076114,833
129,3.90733859563797,245
130,3.76580394869494,591
131,3.76292437436687,578
132,3.76144818906669,626
133,3.76081663270338,747
134,3.76201523920834,458
135,3.76387375169447,258
136,3.72866899548108,256
137,3.95747830705973,488
138,4.98970717784326,102
139,3.79361819581178,1221
140,3.72519703452942,478
141,3.76163836541137,524
142,3.76246228503333,506
143,3.76367176838484,344
144,3.72527329500096,396
145,3.7635796153839,522
146,3.7264397520147,360
147,3.72601906149196,374
148,3.72650602332367,540
149,3.76337348507687,666
150,3.76236979350965,529
151,3.76256239699537,573
152,3.72490598365585,443
153,3.76241040285511,383
154,3.76241009361047,721
155,3.76201203292319,544
156,3.72517185009684,227
157,3.76282039851875,602
158,3.72959015299441,462
159,3.76269895963908,340
160,3.76923582057807,455
161,3.76294830620638,446
162,3.72650678067056,375
163,3.76284380365726,639
164,3.76262622231739,650
165,3.72516850785685,442
166,3.76236914675451,532
167,3.72544132833627,643
168,3.7255421434371,447
169,3.76276331249005,445
170,3.72430677184656,245
171,3.72529796924219,299
172,3.76616211248993,625
173,3.72521350513011,307
174,3.72932480848764,321
175,3.72358935024981,555
176,3.76359104412326,552
177,3.7624047526509,393
178,3.76643153008224,222
179,3.76258465644347,384
180,3.7629094970011,867
181,3.76908494283041,760
182,3.72340504516175,417
183,3.72608492212653,569
184,3.76291789405116,441
185,3.72596004977288,623
186,3.72642992753873,638
187,3.76867244124566,374
188,3.76190063961052,567
189,3.76270777458635,699
190,3.76181310372741,859
191,3.97431902442968,357
192,3.72587754807333,485
193,3.72761124251174,973
194,3.76241230531313,544
195,3.72525942164382,310
196,3.76285248545522,479
197,3.76321867301912,403
198,3.76175713076621,393
199,3.76326315226493,596
200,3.76238204461928,325
201,3.72432288642763,695
202,3.72446303588469,494
203,3.72542775528741,559
204,3.7251942597921,459
205,3.76731715250981,1121
206,3.72365555844373,419
207,3.76753577683175,930
208,3.7625828607047,451
209,3.76284118025381,558
210,3.76240103619244,594
211,3.76298143348154,503
212,3.7626870852911,525
213,3.76213169635077,434
214,3.72389118012462,442
215,3.76338578213174,392
