Var1,Var2,Var3
1,15.7278453463548,3028
2,16.7399238162768,2194
3,16.4429594602755,2506
4,18.16318966956,3010
5,15.4740600918862,3003
6,49.8542245153081,668
7,17.1137141210095,3031
8,16.8849695798083,3004
9,16.5423975533068,3020
10,14.9119367352588,1866
11,19.0506000926495,2337
12,17.8155783253928,2484
13,17.3089749983733,2443
14,15.1853818454218,3033
15,16.3222285281409,3000
16,18.411921913426,1802
17,16.2859171556595,3031
18,15.98345293364,3020
19,16.3180848119251,3011
20,21.197846579767,2526
21,16.1853991556379,3022
22,16.000669495242,3009
23,18.0338673895161,2257
24,18.8174519805395,3004
25,17.048069418807,3013
26,18.2936016955934,3003
27,15.272432897533,3029
28,15.9559700027363,3014
29,16.4764659855917,3000
30,16.5854763448776,3030
31,16.8462484438672,3028
32,16.6729389195146,3018
33,18.4681767491705,3026
34,17.153637001659,3030
35,16.3752789864006,3024
36,16.6646041284055,2249
37,17.4151443918679,3017
38,17.572568817471,3000
39,20.3290518923269,3007
40,16.4595204641406,3015
41,17.0075309370068,3029
42,13.8293537772431,3000
43,18.4511538864534,3001
44,16.5633745403738,3013
45,15.7296611742776,3015
46,17.3534968435704,3008
47,15.9591887088842,2752
48,36.2462305130748,562
49,16.1585486489863,3025
50,15.8158811918917,3000
51,17.641711814134,3020
52,15.8621637041642,3002
53,15.7238660385674,3007
54,15.709398027183,3019
55,17.8865719659023,3012
56,15.8758386205003,3016
57,16.9861818543133,3021
58,16.287316659157,3000
59,15.8301403451472,3032
60,16.12330532413,3024
61,15.6009020158934,3019
62,15.2414331645571,3016
63,14.9926579493038,3030
64,16.4754346581221,2414
65,18.3408544159256,1679
66,13.8669556344782,3022
67,18.5781250144959,3018
68,15.238086119962,3015
69,18.9563476956826,3005
70,16.1395417731579,3021
71,16.8200354094825,2207
72,17.4065871996311,3014
73,14.9669784682336,3015
74,16.9346002149258,3006
75,19.4384607869043,2057
76,15.8470725083184,3027
77,18.6122814849507,3030
78,16.428927669447,3017
79,20.9298815147911,3004
80,15.442221711127,3004
81,17.9417937128345,3026
82,16.3036523141075,2078
83,14.9417361515861,2762
84,17.1736054237158,3000
85,17.4319052127605,3000
86,15.7578457714403,3022
87,15.5110639601143,2188
88,16.6107250890819,3000
89,19.3052796056699,1271
90,15.6454455409584,2041
91,18.6094146906795,3011
92,15.8965869681668,3000
93,15.9010188080163,3025
94,17.1531918456281,3003
95,16.004838128277,3004
96,16.9136805856417,3021
97,15.6207773016093,3011
98,15.7652138275639,1877
99,17.1003368160253,3020
100,16.2984739756338,2346
101,17.3174267470683,3020
102,16.8273607835422,3005
103,15.3930329542965,3019
104,14.8510895585748,3000
105,16.3845953005465,2980
106,16.8847678827964,3027
107,16.9103514990894,1992
108,17.1217018144233,3024
109,15.3209882158553,3015
110,16.0782883594011,3012
111,16.6152727098187,2211
112,15.2240106206174,3000
113,16.5771595553846,3028
114,15.7499364749167,3000
115,19.5764922379392,3009
116,17.4874979919622,3000
117,15.799260351597,3004
118,18.6349066572455,3030
119,16.4107068793363,3018
120,15.3663602968724,2913
121,17.189017456541,3000
122,19.344477299578,3020
123,16.6427458034094,3022
124,15.8868134377948,3026
125,15.8898550710198,3033
126,13.8586255478092,3012
127,18.1595075915841,3027
128,16.504141932541,3000
129,15.5977826508183,3030
130,16.6424997071034,3000
131,17.1100351612827,3007
132,15.4539199759778,3001
133,15.4752451221965,3033
134,21.511196381933,3024
135,16.1922135046265,3016
136,18.8501580766884,3022
137,15.9049968670089,3033
138,15.9989747864218,3027
139,16.2764810582128,3007
140,16.9216366408706,3015
141,17.8332826294928,3013
142,18.3659393277792,3010
143,16.6933063568008,3009
144,18.0873736805492,2887
145,15.8353001487415,3005
146,16.0264803337427,3013
147,15.6947225780835,3002
