x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,fval
-0.949318830773386,-0.849304694361259,0.162149280816327,-0.207712528859791,-0.18244960968448,0.425117845648485,-0.932493342686582,-0.644355671318845,0.814688937615965,-0.849304694361259,-0.207712528859791,0.425117845648485,-0.644355671318845,0.179364914359216,-0.764755727832106,0.127784070829794,0.421467080543758,-0.208853812124824,159.013780745894
-0.949318830773386,-0.849304694361259,0.162149280816327,-0.207712528859791,-0.18244960968448,0.425117845648485,-0.932493342686582,-0.644355671318845,0.814688937615965,-0.849304694361259,-0.207712528859791,0.425117845648485,-0.644355671318845,0.179364914359216,-0.764755727832106,0.127784070829794,0.421467080543758,-0.208853812124824,159.013780745894
-0.950059864993895,-0.604419148254672,0.189207281689381,-0.14842079389768,-0.206082961872195,0.327578069969852,-0.9109633303294,-0.650125045234266,0.817522298831822,-0.851584813220735,-0.184349106114577,0.437736231707273,-0.235322198078283,0.106123506581173,-0.607127165270552,0.0687567261722412,0.434164312962688,-0.132201567263458,119.779334390246
-0.950687679542643,0.00140424487326829,0.211328199294382,-0.103928379602731,-0.216626420434807,0.416940950694021,-0.894166876673042,-0.705753407079345,0.819750555839377,-0.853613380092569,-0.339654807650121,0.449191859409616,0.158622377375465,0.0224923838616601,-0.998035635826353,0.0475257882742436,0.467392594066392,-0.0468366533474892,112.553279537244
-0.951513158561081,0.023697999202032,0.279983013409502,-0.175968354684412,-0.266855655109354,0.623057930511362,-0.867823502471055,-0.731560975880817,0.824355845850553,-0.856805733041814,-0.99669827403825,0.481126779788537,0.161829341634694,-0.10815651302169,-0.991377179252693,-0.0609525865940585,0.504449771428547,0.272194318066012,72.5738363767205
-0.952714093241078,0.235270684289742,0.338655222955208,-0.321492690477724,-0.279254272402765,0.998115289652557,-0.683854048941431,-0.766969552595397,0.8310665765068,-0.861875773024784,-0.984742434981767,0.520681259081481,-0.0498940867011915,-0.254933427257157,-0.985309833650398,-0.173111817193955,0.563981064563266,0.640934470162471,45.8983844530334
-0.953117598065778,0.0848869826950827,0.363276034874226,-0.0309414443830051,-0.251876541718766,0.973318842982793,0.0277344897973824,-0.852838934142452,0.834222295177811,-0.863553122962428,-0.999923712174909,0.535720201833145,-0.201196490494027,-0.294327427971716,-0.973544614392825,-0.280363424536996,0.640752331242417,0.633879010932831,31.7260864145432
-0.953142032973883,0.0595682903719904,0.363553273481868,-0.00944853245135157,-0.249619640648631,0.999866594214914,0.0986085701188165,-0.854765469602266,0.834253266086031,-0.863562843286665,-0.999788754109207,0.536397717318591,-0.201395549251797,-0.295702960334011,-0.969479295791915,-0.283433861318758,0.644428157172085,0.631729746218381,30.3419999340412
-0.956033438987842,-0.13199045659251,0.297487493974828,-0.0676834204668286,-0.772847363060604,0.747428309010894,0.966185357699079,-0.7642493485811,0.787810781370867,-0.833931285660007,-0.990584130051779,0.601837701781227,-0.234736163025048,-0.202826121839221,-0.822395327969496,0.0744917869673423,0.849765614065809,0.687360897027302,21.9050756417936
-0.957102803753275,-0.179270563366957,0.319048097457456,0.0778291193710763,-0.776690594818623,0.744214168834876,0.999830926788495,-0.830651393293757,0.806502440173302,-0.827376117174522,-0.991338469075878,0.616412088470918,-0.18512597024675,-0.107069874494863,-0.747315271400948,0.18897171794115,0.866437669891215,0.776027346600936,20.7900581390456
-0.959012065864569,-0.228876034043883,0.267991135963086,0.328798931249123,-0.656948843366431,0.95192409194032,0.981016137762208,-0.833715669152689,0.888220095672592,-0.84091189097094,-0.991610768622196,0.630959623685298,-0.0172993581277626,0.25961762086263,-0.885473706662744,-0.214561193830917,0.877167880007187,0.998880136733005,13.7238579053837
-0.961343573651377,-0.122991495999905,0.20649838914588,-0.054134472166271,-0.998284744216832,0.96876742664867,0.979338944439937,-0.948051069103201,0.900986025229893,-0.854360281283777,-0.991624046030857,0.665838867437124,-0.0130004291756059,0.594438454584191,-0.884037789390359,-0.341647157206977,0.880904315097588,0.997609119378036,10.2938568416122
-0.973714730791187,-0.174720034056603,0.186564494271745,-0.135858018433089,-0.66980732239697,0.970853739384307,0.968987725548886,-0.973895662224359,0.887889164956765,-0.880335934485149,-0.990386336990354,0.692896544304697,0.0172117678968015,0.586137773955293,-0.843065542075369,-0.331719970330281,0.875859255538095,0.99528951101547,10.6991306542938
-0.978868508693819,-0.192131505206663,0.16995362762502,-0.131474566226473,-0.738217301275982,0.967283066697681,0.968154751194199,-0.975847315773808,0.895228455978411,-0.883909467950801,-0.989186417807273,0.684378923400181,0.0126362215025258,0.526400258159602,-0.84904674354657,-0.323739561256625,0.87207264395261,0.993290328931233,10.5860585477991
-0.982561176317528,-0.158776314361058,0.171565678753848,0.13739503195411,-0.868454193891181,0.96615190138985,0.965973758497978,-0.960868301953965,0.879709949335605,-0.885701721014824,-0.988150449897187,0.702297780407052,-0.0335228583113354,0.563004106150675,-0.904149852951407,-0.209697985969912,0.865461011276309,0.989767222960617,10.2090565957592
-0.983131749543716,-0.0944245618758316,0.15101908701147,0.243697685610968,-0.887522198309137,0.969944820736876,0.965037444412708,-0.92724397107779,0.939554249541142,-0.868911495468781,-0.987331321561254,0.732841141113172,-0.07777293699306,0.600181948793685,-0.93379463408821,-0.139017708952648,0.881197600110752,0.985206875101215,9.66476140905706
-0.987847486207164,-0.115387595601448,0.102320282380112,-0.0630739508691401,-0.90357403573474,0.962364015888504,0.962102086645603,-0.957701432740315,0.953007500193007,-0.900519026917401,-0.984153012910362,0.735425822426742,-0.054896485802248,0.616208984280972,-0.913104344923058,-0.173929013959745,0.880009773835286,0.975960852947474,9.42795774214631
-0.987803117753725,-0.147759227710411,0.021732139833189,-0.143681659641351,-0.925836956937297,0.930327266559489,0.921412072262995,-0.929478554076208,0.96781493592788,-0.93475241498203,-0.978969474307425,0.758745277548044,-0.0375141174187925,0.616395760766264,-0.988978944257565,-0.173117497822214,0.874106865229986,0.970009056428327,9.02194373059598
-0.987684569299847,-0.132738943864066,0.0195519585239351,-0.20175854804306,-0.923152313702516,0.93621293647785,0.865366902770835,-0.932763169280603,0.966963867986124,-0.937798870870974,-0.976994067563526,0.754959444784576,-0.0315804449191169,0.60325037143523,-0.98424923291372,-0.192022042076911,0.871302737706348,0.973564199155386,9.00324075713679
-0.987382004554255,-0.119310065011604,0.0244553171164704,-0.197509196728174,-0.91938802938033,0.944146452503417,0.836356525912435,-0.927253004487401,0.97018009478733,-0.940280959448796,-0.9761334739504,0.75268788103414,-0.0371400398976957,0.590288240421011,-0.983240320341831,-0.183398759556533,0.872115446712078,0.975621985462966,8.92700896675599
-0.987031777531256,-0.113371278011726,0.0263845471950863,-0.200718037584202,-0.915230869846435,0.94590701938192,0.832659099725022,-0.922551188258827,0.973888945498156,-0.939946275988176,-0.975445437895946,0.753376723095086,-0.0384868612304829,0.58897185060169,-0.982630803076885,-0.178150015972122,0.875484820927726,0.978012035722885,8.91577205597256
-0.983347037809727,-0.106473463402702,0.0611209690901213,-0.129620866149979,-0.930898888956995,0.954715320907546,0.915911197611823,-0.894999287945966,0.978582890262409,-0.932408379471316,-0.970039310245412,0.749967627820512,-0.0586970701657725,0.59421317590342,-0.972554037245244,-0.12418495766452,0.897862510735833,0.981108707879859,8.89495633909567
-0.991919111914126,-0.0879802981559997,0.0200298656503062,-0.257417099475213,-0.923570207676262,0.952580676910098,0.841301644724387,-0.911775834751647,0.979866226085214,-0.944838579082151,-0.957721075312113,0.767505014167661,-0.0553559015099022,0.598479128076501,-0.975232203131467,-0.127151005006512,0.890711604502197,0.973378790717054,8.72037136296823
-0.986760759937001,-0.0918126792271697,0.0367336879016018,-0.20097751563888,-0.921400656412776,0.961224777283785,0.885733115351855,-0.884541348514794,0.976987010495639,-0.953543854900031,-0.950369137751743,0.767792894480764,-0.0653441331504241,0.590624069674891,-0.97620774820963,-0.0599751947549112,0.903075678433064,0.976729788052872,8.68913347423861
-0.98675190728525,-0.0957784489259508,0.0388917664961814,-0.200495081176675,-0.921146856504971,0.961065812265493,0.885479357987543,-0.88406156519568,0.977087342401807,-0.953739430467714,-0.950145150607196,0.768779904843652,-0.0689987754160071,0.585808544602278,-0.976114710313495,-0.0526989212132243,0.904018945428134,0.976912997575393,8.67868807935537
-0.986750592396617,-0.0958076644745162,0.0386413287702515,-0.200204280073278,-0.921172707995994,0.961064615323026,0.885458792842027,-0.88418412959186,0.977085046483379,-0.953734875974049,-0.95013822890233,0.768840356004117,-0.0692586112643236,0.586815479565189,-0.976114185532542,-0.0525403818271484,0.904153414233739,0.976911068355682,8.67757766666963
-0.989979894483776,-0.140852327797116,0.0295928660269764,-0.136327095900844,-0.960389285767987,0.977202471346191,0.879989015082126,-0.936265829067986,0.98109976355726,-0.962681685760678,-0.965699287482304,0.770974911810632,-0.0889119615074155,0.560945974651981,-0.980450917176524,-0.0402362889676579,0.881983035419982,0.985340672184197,8.47816199782281
-0.990508118894862,-0.14835942192313,0.0301124334969889,-0.111878800482721,-0.963213338185812,0.982873356598826,0.886889673983917,-0.94233683973633,0.980788369320101,-0.964736966059374,-0.966505797842751,0.771667887406818,-0.0923740563636159,0.558891717851171,-0.981381324305219,-0.0287987619122852,0.878760773880763,0.986647909141992,8.46218335473654
-0.991097995517635,-0.155688850495169,0.0384534170951759,-0.0725587024342693,-0.961846858395307,0.99139386169091,0.917964668237484,-0.934520257581188,0.982415492903051,-0.967401539059413,-0.965769673515329,0.769320370379695,-0.0955672540056023,0.565680463860267,-0.984656158053816,-0.00851832972982847,0.881094373564442,0.986122918397242,8.39308341265035
-0.991648151658599,-0.146038565455228,0.0468086779808799,-0.086456427439675,-0.959469705190598,0.99106129720322,0.92559737060011,-0.924609677285885,0.986789639043417,-0.970354210075662,-0.969127063260179,0.765501061766478,-0.0998557534375903,0.575289802551885,-0.985881312912425,-0.00522695885917058,0.886724327971765,0.983640660506385,8.34340041566596
