optimizer_1,optimizer_2,optimizer_3,optimizer_4,optimizer_5,optimizer_6,optimizer_7,optimizer_8,optimizer_9,optimizer_10,optimizer_11,optimizer_12,optimizer_13,optimizer_14,optimizer_15,optimizer_16,optimizer_17,optimizer_18,optimizer_19,optimizer_20,fval
-0.974583942137687,0.790173534744,0.151527223443242,0.479853039130596,0.796314061114222,0.80565915941722,0.123215031911902,-0.21044347966846,0.227508756006001,0.949181290359087,0.790173534744,0.479853039130596,0.80565915941722,-0.21044347966846,0.949181290359087,-0.164783611514647,-0.739300342937639,0.608705632963851,0.876504562888525,0.55098523700496,392.831490136001
-0.974583942137687,0.790173534744,0.151527223443242,0.479853039130596,0.796314061114222,0.80565915941722,0.123215031911902,-0.21044347966846,0.227508756006001,0.949181290359087,0.790173534744,0.479853039130596,0.80565915941722,-0.21044347966846,0.949181290359087,-0.164783611514647,-0.739300342937639,0.608705632963851,0.876504562888525,0.55098523700496,392.831490136001
-0.974754003615434,0.791706295336701,0.119499622456329,0.484865551771783,0.797841943908796,0.807115602182847,0.0919935651726724,-0.221830596199096,0.184918058982642,0.949539626554668,0.34486786797643,0.484954045791411,0.807114668862269,-0.220728459917601,0.935243581056333,-0.177957422605802,-0.316120818453782,0.392429965914465,0.877403381282648,0.555088212622563,342.45150422633
-0.975010956585304,0.790392348532271,0.0906397966248665,0.486822522013168,0.80011866369964,0.807992439466022,0.0708990923059447,-0.225824403171131,0.157383921920519,0.949701951514747,-0.139259539082897,0.48288800577951,0.807759129782018,-0.235706063204868,0.999676217905282,-0.184627315100065,-0.36761325061908,0.296545551025782,0.877867641331908,0.556708640220476,274.712368317561
-0.977678629641356,0.697153356357085,-0.120229486926778,0.613518169379676,0.805763099983199,0.817122724381906,0.0342046281319571,-0.100065216987866,-0.0388240073890344,0.947257648175402,-0.455866020552514,0.476767790563759,0.810868570026952,-0.996178530316024,0.999453252418001,-0.269540167995839,-0.715894091352322,-0.201717043464341,0.880837344191031,0.558283337779747,87.4151555034734
-0.984608740038158,0.739769272517251,-0.995601147434634,0.837578813974812,0.811375360265722,0.820921217355536,-0.0776510374292949,-0.147373689662205,-0.445650805981189,0.949176784629554,0.0121664440715983,0.492717010471189,0.819317727863742,-0.995421851290157,0.998530260860262,-0.277456602949031,-0.970058222702012,-0.421375769872978,0.884070056623723,0.569480887488176,49.3250394196477
-0.999923043700191,0.384750598907853,-0.995734239577037,0.910502633689195,0.822045140616725,0.812414284087669,-0.0967150828200411,-0.111820571630432,-0.456048270939286,0.95520415136337,-0.225962633380316,0.513426791633518,0.827006197513292,-0.990378973779154,0.99196045913724,-0.235223709058579,-0.906235962844951,-0.383675455197548,0.883272118983084,0.605888391960556,33.4750941127733
-0.999596700312794,0.460516070217686,-0.994737762745747,0.914704510234938,0.798998673632578,0.818787761437876,-0.0127693864236468,0.0403923497402927,-0.539494309686402,0.948859061848755,-0.996129813166902,0.497287076185325,0.826225113094585,-0.992108056595062,0.989267342634305,-0.274894529268821,-0.853472545200566,-0.417874880134168,0.883150881492639,0.589462422103258,13.629353931501
-0.997809112286987,0.345125876383257,-0.992292324041407,0.903290410340953,0.778398331655059,0.820160559817618,-0.0380507530638895,-0.107821651349002,-0.51292646196603,0.951913798307142,-0.827687223646462,0.451404192583335,0.820072420614524,-0.99107495818993,0.985955482685778,-0.28508209874947,-0.891407152954422,-0.43234444137662,0.884071659516764,0.580742362221403,12.0350549709763
-0.995300110524282,0.224087193383068,-0.988822035028891,0.874344207900387,0.697685105705441,0.827111299924803,-0.038868038846528,-0.202993886759859,-0.49696951369575,0.951652847684116,-0.957035033926082,0.36643491852895,0.797413206306716,-0.988133774954241,0.987847045670126,-0.301380803732097,-0.880603084959781,-0.433024014318971,0.887198484519008,0.512270112625529,11.3263407993582
-0.995157301926695,0.247175754098502,-0.987978487170165,0.862141196213038,0.734544416801244,0.827898449891526,-0.0269430401747623,-0.204454927865578,-0.497400980991974,0.950605807453699,-0.978410104547856,0.330982198691708,0.794990260814447,-0.987435148591844,0.987531731934977,-0.308226830961479,-0.869482141854028,-0.439448503030037,0.887161562775526,0.5236485382332,11.2798331812232
