optimizer_1,optimizer_2,optimizer_3,optimizer_4,optimizer_5,optimizer_6,optimizer_7,optimizer_8,optimizer_9,optimizer_10,optimizer_11,optimizer_12,optimizer_13,optimizer_14,optimizer_15,optimizer_16,optimizer_17,optimizer_18,optimizer_19,optimizer_20,fval
0.29616906531445,-0.293781749842193,0.710777174657341,-0.339118959256421,0.0525527011735114,0.757848903018706,0.248946243895187,0.582286930572876,0.481920990960206,0.403114401842201,-0.293781749842193,-0.339118959256421,0.757848903018706,0.582286930572876,0.403114401842201,-0.197360740459601,0.23940450588591,0.974279370670535,0.795069069310668,0.971975563204245,252.460269834017
0.29616906531445,-0.293781749842193,0.710777174657341,-0.339118959256421,0.0525527011735114,0.757848903018706,0.248946243895187,0.582286930572876,0.481920990960206,0.403114401842201,-0.293781749842193,-0.339118959256421,0.757848903018706,0.582286930572876,0.403114401842201,-0.197360740459601,0.23940450588591,0.974279370670535,0.795069069310668,0.971975563204245,252.460269834017
0.43435179686267,-0.440350361200123,0.747889933647742,-0.465480262324635,0.341512348658811,0.786947136471042,0.395521642071957,0.642126719009779,-0.992590395045199,-0.610131692114213,0.483040317838693,-0.467249088176607,0.787831630025507,-0.180796984126616,0.504917553820051,-0.317520473630468,0.40297224092483,0.977136483773468,-0.47426484960376,0.940240151071192,118.913126729543
0.501254728596159,-0.492929700254709,0.764141460539871,-0.51683480867579,0.439696234117253,0.787175294463693,0.483081985669042,0.663732271892421,-0.997773565759889,-0.756108196382365,0.619820719543362,-0.527799327345286,0.798627221604321,-0.381379810519839,0.537220172069453,-0.996587602368152,0.459003187512045,0.979019090379545,-0.373491671200713,0.909439331679037,46.6549039783711
0.518898371054521,-0.491303028483729,0.764719220406863,-0.521762791292084,0.446437415616905,0.765833371766039,0.550346973851932,0.660346434971558,-0.997713682618456,-0.762007710380379,0.567907174276871,-0.544070150895001,0.798574966599473,-0.689143354786219,0.478111286768173,-0.997618654001589,0.386003361945881,0.981121911377518,-0.276217091512357,0.506734776800652,46.0861714908926
0.578079618076007,-0.499700626716272,0.770375725214107,-0.546405051511388,0.485436087871605,0.684660212705195,0.706842884939173,0.655333983119665,-0.997559235925731,-0.814691208721689,0.356179553082424,-0.595117454759062,0.801526239752175,-0.998445716773931,0.219713728194319,-0.997856181690032,0.0541068952381297,0.985796229799628,-0.352505371914078,0.832008136639996,26.93603004384
0.57417766523276,-0.501882934970475,0.772368198611024,-0.547709487869104,0.482075312558284,0.998423301063526,0.736569351822028,0.655369391914477,-0.997521107671638,-0.815421620328209,0.274788755693802,-0.598500271353174,0.801900822197273,-0.997622301300442,0.123312302243774,-0.997829492051629,-0.413361894499951,0.985887090319757,-0.249556168261007,0.973055517304411,18.6297942930531
0.530138179981148,-0.498532524828029,0.777591253538344,-0.588881412708216,0.448116981814741,0.997376658981035,0.751619217003827,0.654856666641947,-0.997648270119967,-0.785172820995203,0.16063676877942,-0.604164633836304,0.800856714497785,-0.99447598847139,0.199290592306609,-0.997349756367351,-0.370184470365863,0.985867535546118,-0.286928296011268,0.999865277586522,17.0449992782578
0.231159399876682,-0.493776693461497,0.822257729184911,-0.642450451691456,0.327876031532415,0.995205082535885,0.724014901633843,0.734766481290563,-0.997262331002907,-0.998925864104976,-0.612017138910853,-0.611120881845197,0.82938948691757,-0.988593564791344,0.09902622547852,-0.995563100234689,0.27357376707048,0.986467650947187,-0.321043314370227,0.986749881556467,14.0949269296255
0.630516573340224,-0.479951576987723,0.859659172663717,-0.745955273332679,0.169474840023025,0.989591652227809,0.726316754089275,0.777703673834426,-0.996403045912333,-0.791415074104619,-0.194632187916464,-0.616598068658873,0.84823023822975,-0.982959514241417,0.0155694559580851,-0.992351445971601,0.0240266436608534,0.986992546744833,-0.354174848533078,0.999933749407782,13.4842759871589
0.653375701534223,-0.482009335581066,0.860475957858964,-0.739242024150883,0.0956267689993311,0.984396039737502,0.747088815854053,0.774009468510952,-0.996410734979853,-0.784191083426744,-0.0184821723799871,-0.625992577067379,0.844944074567163,-0.987198335073865,-0.116180352414222,-0.991838390083855,0.00470289682560756,0.986655166774624,-0.358651745141222,0.999587784662785,13.6250140013554
0.563565195912599,-0.483701548461213,0.858635663134114,-0.735609623075046,-0.100454908430973,0.976848197108679,0.781845884467591,0.761038410187734,-0.996335408399495,-0.833257298918776,0.488212708379057,-0.635160324799702,0.836714239708019,-0.989387208259536,-0.5024227362289,-0.991140328424122,-0.0926275865993837,0.986098288074458,-0.320241839667764,0.999121431844466,12.7006173186884
-0.6525020200756,-0.376532002243536,0.886836207715758,-0.733501130905384,0.290193097799427,0.830420800424739,0.858628031954284,0.787013054176385,-0.994399775244379,-0.968491902080498,0.69558242379841,-0.614595793101829,0.839995852659881,-0.99672461220239,0.177084661675324,-0.981624293038629,-0.560063031704801,0.981674103477643,-0.289877806016414,0.994285139049919,12.1246375196012
-0.192219281973247,-0.373908963773956,0.895239108555326,-0.737576140722829,0.195664316526413,0.832589253116372,0.916723652874429,0.809193580897579,-0.993891961350102,-0.979598546387522,0.159045831084247,-0.640425326369941,0.847093605511081,-0.993735380163448,0.243127960264588,-0.977810467740131,-0.0340250016469656,0.978278337663711,-0.449895038293043,0.991032471507581,11.8752917460434
0.23816870534045,-0.435177662734782,0.920403754583575,-0.774779686966352,-0.146977416772847,0.856797373505811,0.999583618264372,0.811783886552859,-0.99352019779937,-0.944690137328863,0.308140823773758,-0.693325507240477,0.831978869256436,-0.991307280313695,0.472631335905946,-0.999458452792545,-0.682187152590547,0.969478727188867,-0.423765919229407,0.986990919340119,10.6828979187937
0.289315436070062,-0.456532054977722,0.922760967129289,-0.74999039055525,-0.333889650306654,0.837707841420646,0.999538101667763,0.812656959882609,-0.992942248848345,-0.984540419739771,0.094607124528044,-0.700512869333171,0.816379645839973,-0.99052999260066,0.649157892354164,-0.999399793030766,-0.652677535820885,0.96689429996561,-0.434906234542609,0.988997641771377,9.92655341477603
0.286746221897797,-0.45650831438696,0.923332169744766,-0.74902700028505,-0.329631328116729,0.839737439545436,0.999528816292635,0.811724322862482,-0.992810053683707,-0.984372250808271,0.0904212344281134,-0.702748691912862,0.814764565966635,-0.990487587405188,0.643682300221443,-0.995015079600879,-0.647415472394129,0.96582263620157,-0.435471047413898,0.988609273879874,9.92599144959949
0.267464046806421,-0.446720637387766,0.9315464677562,-0.744682875927791,-0.269914159994405,0.856590452567356,0.999470564602471,0.80732025711313,-0.992147280596554,-0.983743218504294,0.112582458706084,-0.727168640459266,0.809329250573578,-0.990134729915556,0.577370047548501,-0.973104445992506,-0.599042371626288,0.96013515808462,-0.465602047456437,0.988192643349985,9.93560351108796
0.248221300504465,-0.44225761409091,0.934172418507731,-0.748164853558296,-0.239202549025811,0.859137094955481,0.999438359745238,0.800841406869993,-0.992181915559466,-0.985481499907561,0.155455617862491,-0.729727398271116,0.815107613332377,-0.989671448666456,0.518880181168295,-0.969711190689853,-0.553031279124754,0.965093347797846,-0.472660717610979,0.983303243853972,9.92004721576026
0.2440963237578,-0.440064388440141,0.933317449104032,-0.748525943580739,-0.223582843118949,0.85816846304056,0.999425042288236,0.802445372234559,-0.99200436896666,-0.987265547375704,0.165700201142347,-0.730583648860375,0.815598314502202,-0.989586331408507,0.502650371840554,-0.973478361347803,-0.531928630601065,0.964959303617337,-0.478686632562363,0.981110840740719,9.89358508017442
0.266916235624724,-0.441818649210128,0.935667559254281,-0.736968321142981,-0.204603079053232,0.870950329763114,0.999298895379694,0.800575040173562,-0.990393545528485,-0.98493933654734,0.084121370283575,-0.738862955350309,0.804692518022827,-0.989010412246131,0.483034641605622,-0.972068054773274,-0.438885649935341,0.956966814127425,-0.500250272950346,0.990508197472212,9.73958612768331
