optimizer_1,optimizer_2,optimizer_3,optimizer_4,optimizer_5,optimizer_6,optimizer_7,optimizer_8,optimizer_9,optimizer_10,optimizer_11,optimizer_12,optimizer_13,optimizer_14,optimizer_15,optimizer_16,optimizer_17,optimizer_18,optimizer_19,optimizer_20,fval
-0.0200709463594928,-0.421571659413443,0.221414377320478,-0.0300953809711528,-0.69447596995715,-0.95215484540727,0.13771288671853,0.127915191912654,-0.886646429446542,-0.74553157466597,-0.421571659413443,-0.0300953809711528,-0.95215484540727,0.127915191912654,-0.74553157466597,-0.699790419277385,0.4598027866284,-0.56876421200584,0.602713580239997,-0.764991986270847,562.039948764887
-0.0200709463594928,-0.421571659413443,0.221414377320478,-0.0300953809711528,-0.69447596995715,-0.95215484540727,0.13771288671853,0.127915191912654,-0.886646429446542,-0.74553157466597,-0.421571659413443,-0.0300953809711528,-0.95215484540727,0.127915191912654,-0.74553157466597,-0.699790419277385,0.4598027866284,-0.56876421200584,0.602713580239997,-0.764991986270847,562.039948764887
-0.00214020737193579,-0.354000530614474,0.189387619470589,-0.0118539740209124,-0.383510943792121,-0.952430357138391,0.149135144758864,0.139714732491664,-0.879245941311967,-0.31133059546781,-0.363630575779629,-0.0118541822582807,-0.952418744729298,0.105394455969295,-0.747118260483533,-0.377034500007079,0.379452503427887,-0.427233633154628,0.605144052197438,-0.766439454709303,455.811129324704
-0.0310393349112489,-0.396733097595306,0.259217346859615,-0.00731146527080164,-0.136981169664583,-0.952761707575092,0.239176418745135,0.148832303312326,-0.798894412948302,0.0295791352537449,-0.323756578370495,-0.0251377001808699,-0.954148912035143,0.0614112267496901,-0.748332966311581,-0.267218600922637,0.996897262517139,-0.313430755158088,0.548051246559876,-0.767421220653138,291.626767945189
-0.0325706164400863,-0.40003528843096,0.272092744312332,-0.00664625990292374,-0.133874179680169,-0.952773170493804,0.242066760378524,0.149227442105528,-0.755136545794296,0.0339776454137833,-0.322845498824352,-0.0260559013066729,-0.954176892179239,0.0598091394812282,-0.748377353842752,-0.265785138989444,0.999984486312586,-0.310261308163571,0.545079271938544,-0.767450019352018,276.315045963386
-0.15486016806023,-0.3524992223926,0.79265057004847,-0.0356151920951926,0.0530638430895175,-0.95296110526038,0.349871026573503,0.12749354831365,0.991224317271028,0.188724100265168,-0.375265219076585,-0.141823335744399,-0.955899988242032,0.0592570163194576,-0.749030071741556,-0.266739080729054,0.999444254757061,-0.283340751114493,0.298092040320822,-0.767833913571877,151.927645782845
-0.18029641945468,-0.39237235137245,0.866919153066091,-0.066354230811816,0.0678215027671394,-0.953003646361626,0.362151925331571,0.125867852999081,0.999956121586355,0.198872294975729,-0.456882329770093,-0.121388153691625,-0.957388143868124,0.114543992919129,-0.749071590994717,-0.260764642023426,0.999480908575802,-0.288113361021405,0.539123410901955,-0.76786552541075,108.666677539314
-0.172040216133095,-0.593906331400127,0.936963727022942,-0.127338446793358,0.0576924626499816,-0.953083488138502,0.352704232039646,0.135641380552411,0.997677018913171,0.190350980856222,-0.997284411648851,-0.0401696867061574,-0.960109439381686,0.321241397783269,-0.748552861207042,-0.174176320793527,0.999431753633726,-0.312504570423456,-0.0111927029371123,-0.767443112970677,79.392920890824
-0.286214633343592,-0.793728649808214,0.999684818635115,-0.170877363603666,0.0911069173322867,-0.953130684302254,0.339722241161706,0.14216492468587,0.996813171197814,0.243059732787284,-0.964579035765655,-0.0506067122091512,-0.967099349564502,0.455711576486677,-0.746644434604944,-0.164142132460457,0.999304999071372,-0.301153844146498,-0.118972173837681,-0.765861813554836,64.7856262951533
-0.374076525729302,-0.895185404974937,0.997311987907015,-0.185765538051659,0.0777347520670073,-0.953210838105462,0.340811222354578,0.146943717899987,0.996993728158666,0.242890438555094,-0.836884991276698,-0.0698809114729729,-0.968605884538037,0.726495067184555,-0.746563079052,-0.117739712432,0.999258146382567,-0.284273213972707,-0.217519098211363,-0.765524382505395,53.0115014987715
