Var1,Var2
1,44.5715072408931
2,29.1695693249532
3,23.825060932877
4,17.9469259241525
5,22.1983885219912
6,29.3479786499743
7,28.6529519118417
8,32.5445691678383
9,95.3205888933592
10,52.7695996742903
11,20.9967595567593
12,23.6018241951899
13,32.3459030404137
14,28.8396565357955
15,58.3969533795387
16,27.6967532594377
17,21.4917857663729
18,23.8237306607157
19,26.2084489611333
20,21.1447838576636
21,18.9252864899114
22,35.893378262259
23,138.070541440144
24,42.6370313895976
25,24.3659056376256
26,34.3158044926695
27,25.9062413067419
28,27.2800450157279
29,27.2333128493787
30,49.3650560632171
31,20.3288650884581
32,22.0927685379529
33,23.9907366420292
34,35.2835509495198
35,18.3114919414161
36,21.1711139163312
37,37.7066497597854
38,27.4871499271719
39,24.1634652414259
40,30.8931901477658
41,35.0497401649625
42,25.0895817774175
43,26.7251592358611
44,48.6481527140559
45,22.0924272491905
46,24.2086434485175
47,21.6887100981537
48,34.820332101104
49,21.2469657590476
50,24.359152279888
51,45.9720525708132
52,19.3399283758369
53,19.6822754588613
54,24.1477426241859
55,19.8032713252651
56,25.5477745836204
57,21.6600911598995
58,22.7826667422374
59,43.5714585922514
60,16.2586156210912
61,19.5430525764858
62,21.2929766514491
63,19.7300945619748
64,23.3092474042908
65,22.0942186381266
66,23.6836153904968
67,30.0510696739397
68,20.7611669700446
69,50.9557084388955
70,20.8581897409771
71,19.7453410377921
72,23.7164631573254
73,35.3457653445435
74,24.3188240983704
75,23.0990766759097
76,25.0100501985636
77,24.455488963052
78,24.3272923342158
79,23.3146841607882
80,20.4129467124933
81,27.3160642685368
82,260.38950906923
83,21.604781238571
84,22.9444735328416
85,21.5132686237462
86,24.9271786385943
87,28.136357102703
88,30.7150545080959
89,22.0811267219584
90,35.2891714589651
91,28.9401081912286
92,23.2018451119055
93,19.4954128997634
94,33.5976138949005
95,55.1468943683038
96,19.0887859601587
97,28.1140747069926
98,20.5432938415404
99,45.2505812197667
100,18.6577074267689
101,26.6011186041729
102,26.0030810782228
103,29.6534509677933
104,21.9159525276129
105,35.8821062902674
106,29.6449625453574
107,449.01875345867
108,24.2497689956843
109,18.9918751489214
110,20.957975768293
