Var1,Var2
1,10.4966430938325
2,9.32665333268567
3,9.91250751016174
4,9.75346382244944
5,7.96396473562103
6,10.3559031100695
7,16.4174881866004
8,7.61171443319527
9,9.39056261303548
10,7.31151152650386
11,9.39336859675005
12,9.42549654786212
13,9.79192557475117
14,8.18265040628418
15,8.84170966163748
16,9.11495741681355
17,9.03792942055286
18,7.58694461250202
19,7.44375871164784
20,9.75455257790866
21,9.56743170641799
22,7.72738641400271
23,10.0881534579677
24,8.78721131216094
25,9.94414642990213
26,8.05167048316213
27,8.48596921909662
28,8.9646080656564
29,7.62635954850723
30,8.80233272757091
31,8.38275451277995
32,9.77148137930651
33,9.2499175523866
34,10.016653528039
35,10.3431377112679
36,7.09546346837987
37,7.25565912468951
38,8.93303202721099
39,9.92763910032839
40,9.21985971214718
41,10.509927193398
42,8.00244664146993
43,7.16321309114827
44,8.58925100455226
45,9.27736603805867
46,8.14265382808014
47,10.6514424855212
48,9.13837425552424
49,8.70788742769756
50,31.7683428463242
51,11.6753266607702
52,9.93534038380982
53,9.77434796215809
54,9.58497197500008
55,9.1179677471836
56,7.33459553873121
57,7.17906116996438
58,9.80614494469503
59,9.83956110473441
60,8.39391202727074
61,7.34667338064259
62,7.24935274216896
63,8.10427793330427
64,10.5677257705242
65,9.30455248962574
66,7.56956631614336
67,8.84346658704985
68,9.99500236592501
69,9.8494192343138
70,7.33182485755223
71,8.37797236290175
72,10.1623630870903
73,7.82239308739965
74,8.89321930746033
75,9.48030278568356
76,9.15701991339187
77,9.69469883598467
78,9.63222149009718
79,7.14522767890028
80,7.08453923738928
81,11.3494730724078
82,7.73510033366204
83,12.7655069970845
84,9.36046053934197
85,10.4438528860116
86,7.30958831982298
87,9.3750471327288
88,7.88221008807315
89,7.62376885838667
90,9.20539922169778
91,8.25241946074654
92,7.4365180711058
93,13.3852057296129
94,11.1541826317415
95,9.71132982075164
96,9.53328754467404
97,8.73833947872608
98,8.3883918220581
99,10.3591466257587
100,7.18526782110763
101,7.28494437937986
102,7.34180380260594
103,7.12513985141825
104,9.52554314456781
105,9.31593503847818
106,7.61572817741017
107,7.00816281242776
108,9.53385382581983
109,10.1328384918285
110,9.21074019575583
111,7.74716994484614
112,7.29848731094655
113,9.92845287422432
114,9.26100429684786
115,7.66735020081874
116,7.28040668318107
117,10.4254359692651
118,9.98367414191806
119,8.17609121753066
120,12.7011701719631
121,10.6969528414496
122,9.19045874953827
123,8.67409121562399
124,7.5774229114195
125,8.35755534277927
126,9.27225942888059
127,8.0679386814786
128,9.86612325740695
129,8.29103612296359
130,7.36194631805886
131,7.87665521402571
132,9.91169012542933
133,12.2339681208719
134,11.6317244510553
135,8.15776116966271
136,9.47681075493844
137,11.2445090208285
138,8.66995170639911
139,7.55504569270607
140,10.8748167334158
141,10.4627930191544
142,9.69899690979728
143,9.118556568577
144,9.93924521256463
145,9.63386483618189
146,9.73418139428947
147,9.70875513510059
148,8.04835038548395
149,10.6131480662669
150,15.3630551229771
151,9.98357684993585
152,9.87210078010852
153,9.12437757356556
154,9.67297496079279
155,7.18677645518105
156,7.99765459455526
157,9.00685569446361
158,9.61212171799784
159,8.8556354202742
160,9.64160385842663
161,7.83780250203457
162,9.47074997731967
163,9.51681995513412
164,10.3625413076727
165,9.64337991170963
166,9.85448348836521
167,12.3361687700777
168,8.32465293147457
169,7.61135222627886
170,8.50863711546676
171,9.52027069732411
172,8.20540416167682
173,9.6081238005854
174,12.1184368388126
175,7.22666198601393
176,9.95381050336168
177,7.67532336124951
178,9.63439401042192
179,8.12904631497629
180,10.5915845414307
181,7.6828526083542
182,8.68136785065508
183,9.69005773856938
184,8.94182266173687
185,9.56707809125411
186,9.90168002503403
187,8.746409553169
188,7.29161529945689
189,7.43832270017103
190,9.95472237642044
191,9.04628045763554
192,8.24214082878773
193,7.3096207122284
194,9.73906505792811
195,8.40778174927118
196,13.8870992652796
197,9.72911679938604
198,7.45814340163608
199,7.84829223840815
200,10.5806419614098
201,42.1401466797688
202,7.91568496279776
203,8.66689706180669
204,8.70845458957657
205,9.43638351323951
206,9.08802064874717
207,7.22173317130394
208,7.75245043299178
209,8.16539640463606
210,7.3480707908514
211,8.43167301673118
212,8.63197229139555
213,9.83527203399572
214,7.69268675998144
215,9.22028413161669
216,8.16055951323722
217,7.42786323893849
218,7.19708329975092
219,8.38384983770831
220,12.791037254026
221,9.42656663733169
222,8.2757958574041
223,9.80834454851426
224,8.84084903242825
225,9.14049440386889
226,9.82236983435731
227,7.51396181097913
228,9.04508666699332
229,9.9089732583919
230,7.39034745722916
231,9.76699225992023
232,7.25381297088519
233,7.75239398568459
234,8.40544831790648
235,7.15439680124843
236,7.31069205932451
237,9.54322816400508
238,7.72005271907835
239,10.3615333202945
240,8.66513071102898
241,7.24312627919598
242,8.2762398016039
243,9.41597520107967
244,8.46655543738529
245,7.24318424795025
246,9.62942942986803
247,9.91271788749354
248,10.0412123958568
249,10.4416767836397
250,7.29490436848369
251,9.9103144085569
252,9.85232929009742
253,10.7987810151501
254,7.18093345252283
255,9.3920976171145
256,9.9476032368656
257,8.33560365201486
258,8.22052599228375
259,8.14468226945922
260,9.60925540722877
261,9.00721411945577
262,10.2003411679158
263,9.69296588236629
264,8.54662119570945
265,7.25614828525304
266,11.3853801521599
267,7.47278589142342
268,7.11474541034357
269,9.3711271232353
270,10.1958696764085
271,8.62240031258904
272,7.20415126027589
273,9.3128722973976
274,7.14606535914607
275,7.24862100045448
276,7.54476505360399
277,9.88100797630538
278,7.97737487578203
279,9.89646284049773
280,13.3922172539112
281,9.92163863595345
282,9.40166675288981
283,9.77981465739024
284,8.10370777067011
285,8.6516032791239
286,8.15258670989165
287,8.60343382265051
288,8.94235870114667
289,7.8287023952207
290,9.15144479219019
291,9.4582741542097
292,10.6931813152678
293,14.1409062346301
294,9.17660172962321
295,102.125145222118
296,8.18395830792232
297,10.2003127957069
298,9.95898347098238
299,9.83672779360658
300,8.35133558198757
301,8.42632057100238
302,10.5282379872556
303,7.19594953285875
304,8.76200747849163
305,9.12387973023297
306,7.87052484978819
307,9.95230632143036
308,8.74110235527767
309,11.1422993159905
310,9.5825232089597
311,7.45908551114881
312,9.7171264868978
313,7.93185719354321
314,9.88830891284664
315,10.0685808291565
316,6.9765397831547
317,11.1854875654644
318,7.69240849079719
319,9.30907581056392
320,8.13740363388779
321,7.24243323623871
322,9.21360114038543
323,10.4070240181615
324,9.13867093301989
325,7.59849395941297
326,8.21741037450365
327,11.9672859437805
328,8.19411584671197
329,8.62616828521772
330,8.18749837207485
331,9.44015264241919
332,8.20511676273302
333,7.22365110179926
334,10.4859408424554
335,10.7345834269619
336,9.7646010700642
337,8.80960025946537
338,9.5988518580331
339,9.90782439009198
340,9.36470373765767
341,11.0507829772624
342,9.65142994536641
343,9.56332024771558
344,8.36211067929392
345,9.25306815333044
346,8.00792056503006
347,9.97241045027108
348,11.3323612970243
349,10.182455826418
350,9.44065478472211
351,10.4985402970291
352,13.6001732184068
353,8.94628720756251
354,9.25389763358673
355,8.73027420726155
356,8.45267832574497
357,8.33650508661502
358,8.58371799047885
359,13.9033992681643
360,8.0121461235094
361,8.35600616910236
362,9.79692978287471
363,9.77986794304724
364,9.27826647608159
365,10.0396416113168
366,7.59202779545529
367,9.95489934405713
368,7.67804644361193
369,8.3097337966285
370,7.48493856345212
371,10.7120215925069
372,8.20923664296373
373,8.00209283382904
374,7.77072612035174
375,9.9425444719407
376,7.11982433445491
377,7.87230681395192
378,7.90773116594306
379,10.2895599121511
380,7.92461145928404
381,9.64247365646621
382,8.11017769121378
383,8.60697706067289
384,8.8607460182958
385,9.64136195444258
386,8.21049889077169
387,8.52170735791167
388,8.55690040938594
389,8.39563220814734
390,10.771973626408
391,8.88915813580997
392,8.79199871263279
393,9.70300300115845
394,9.01855551390496
395,11.3413992540929
396,7.51235110680296
397,9.27315911857507
398,9.85257701600822
399,7.61310379398572
400,9.5469506080982
401,12.1292145994913
402,8.87318677543584
403,9.71741299371271
404,9.82508837666935
405,7.56916109251058
406,9.04168445476738
407,9.12649451631875
408,7.49518189650731
409,8.21263075785089
410,8.89515300830515
411,9.2076444290582
412,8.38103677078089
413,9.35336354757778
414,7.5772349578008
415,10.1657969484833
416,8.77669317640316
417,7.99765150177799
418,9.4999434073593
419,9.53426369289947
420,8.56266550245537
421,7.19442827553434
422,10.6203650503572
423,7.43162915391459
424,9.59329808759995
425,9.01024260346545
426,8.73140926929608
427,8.72656654201349
428,9.59769588229831
429,9.42934166404007
430,8.88236536046205
431,9.7681283897306
432,9.88382335476957
433,7.22430224530704
434,10.2840242068443
435,9.16647460817681
436,7.2358508979096
437,10.7550276781154
438,8.97008213665898
439,7.7567895555701
440,7.41403299593882
441,9.86005759300182
442,10.2801974286007
443,7.25239851569856
444,9.89257663908015
445,8.17119478656138
446,7.5051327515634
447,10.329668454879
448,7.54595914729012
449,10.2536157373323
450,8.23720261518056
451,9.5617841021208
452,7.58749179916443
453,8.86605927576993
454,7.74394606725636
455,7.846532312219
456,9.95878255260083
457,7.69496499611406
458,7.88975010876492
459,9.08428283552599
460,11.0244731843716
461,8.10099460236725
462,8.57531871851043
463,7.87185482383255
464,7.44884129493238
465,10.3388360760147
466,9.0711140986947
467,7.45126324463162
468,9.46694682802156
469,10.7124723860512
470,8.64319490533453
471,9.07668085895592
472,9.22493203491511
473,8.07853532379153
474,7.74151767818015
475,9.49363183916905
476,7.82365125347215
477,7.73689632209169
478,11.5530113035122
479,7.58833514679435
480,9.72858446289919
481,11.0318211982803
482,10.0171351019522
483,9.06075270187197
484,11.385279239918
485,10.2382324250619
486,7.61395961749689
487,11.4099726165625
488,7.69855931526767
489,10.0430632670224
490,10.2909479774795
491,9.96635057376452
492,9.21333678372728
493,7.15850983345918
494,8.86824995234027
495,9.50648484660169
496,9.42093518685019
497,9.94831027854672
498,8.5119414441126
499,8.26098602395654
500,7.33174091977463
501,9.78804576386893
502,9.55611431101883
503,9.61552458265075
504,7.20561459888231
505,9.43665250894838
506,9.81222734679132
507,10.4442282335725
508,9.52247143065354
509,7.58665164612488
510,9.57126897150127
511,7.69401538316966
512,9.9011376954936
513,8.9771556034631
514,7.44952228988052
515,7.40100327758068
516,9.16227937579467
517,9.77876245070395
518,9.42132885033914
519,11.7052331144547
520,8.4497671406741
521,9.27107879094235
522,7.8524841669024
523,7.58559969226296
524,7.93364011284437
525,8.17131117322905
526,7.69376986486765
527,11.5363500596512
528,11.2987424585514
529,10.0278296224127
530,13.2283522038243
531,9.97101175338453
532,8.24689402671528
533,9.34551709490192
534,9.90388842863246
535,9.19424910544193
536,7.53097663499375
537,9.85163675764149
538,7.4884008684047
539,8.8661809128444
540,8.33138937466139
541,7.99047228546008
